ArtistKey,TotalSongs,NumTrendingSongs,NumFloppingSongs,TrendingPercentage,TrendingFactor,Role,Name_Out
c19080ae-0c17-4bcc-a71c-576d0f76141c,178,13,0,7.3033707865168537E-2,1,main,ghemon
1d705766-6900-4b79-af62-c7d0ce633777,91,11,0,0.12087912087912088,1,main,nitro
09acd7bb-444b-4480-8981-cacffbe352a5,279,6,0,2.1505376344086023E-2,1,main,bassi maestro
ebfc131d-cb97-40e2-b5d1-3b8a5c034091,106,8,0,7.5471698113207544E-2,1,main,thasup
09425b51-1a39-4c3b-ab1b-c420e473bd3a,61,5,0,8.1967213114754092E-2,1,main,don joe
862c6b8c-bfed-4eb4-86fb-19005ffcc343,95,6,0,6.3157894736842107E-2,1,main,miss keta
ef7c148f-f831-45eb-ac6b-8cc1779c22d5,187,28,0,0.1497326203208556,1,main,lazza
2b927401-5400-47d3-95a0-3e370ba4de33,103,3,0,2.9126213592233011E-2,1,main,shade
426ee4ba-157e-407a-b5f2-cd973b211529,71,4,0,5.6338028169014086E-2,1,main,jake la furia
b3a223c1-1ad2-40e3-88c0-b6cc0ba96fb3,32,3,0,0.09375,1,main,priestess
7fb8150b-3933-4ca8-9521-c5bb08328a5a,59,5,0,8.4745762711864403E-2,1,main,rose villain
3e97ce9f-982a-4eb2-b1b6-39baf06e5da7,170,4,0,2.3529411764705882E-2,1,main,madman
c3b079b6-faa0-4fae-85fd-2c91edf9fc89,73,4,0,5.4794520547945202E-2,1,main,alfa
cf890b7d-21c6-47fb-a8f7-5b73665ca4b7,22,2,0,9.0909090909090912E-2,1,main,roshelle
56aabcd8-13aa-4f63-bc78-26eaf025c651,70,3,0,4.2857142857142858E-2,1,main,rosa chemical
43bf5356-1c81-479e-9bd8-e7ec6d7aa38e,137,13,0,9.4890510948905105E-2,1,main,dark polo gang
fb120455-e80a-422f-bced-90e6c57d48c9,108,9,0,8.3333333333333329E-2,1,main,geolier
bded01a5-aab5-4c7e-9832-31a2019009e2,76,5,0,6.5789473684210523E-2,1,main,mike24
25601941-c8b2-49c1-a9a2-05145d2b9f17,73,10,0,0.13698630136986301,1,main,frah quintale
ce38172a-cc87-42eb-8721-0dc55be82399,85,7,0,8.2352941176470587E-2,1,main,rondodasosa
f4aa11bc-55ee-4db6-8b2e-b08be55d54be,105,4,0,3.8095238095238099E-2,1,main,mistaman
00402c5e-8088-464b-ac28-3a21e9119d03,31,4,0,0.12903225806451613,1,main,niky savage
b2995a94-d5c4-4fae-bdba-b55b5346ffe9,93,6,0,6.4516129032258063E-2,1,main,skioffi
46674531-5e0a-498d-9bca-64b84e340a7c,136,10,0,7.3529411764705885E-2,1,main,coez
3393f38f-5190-4bd7-8c1b-13a292916f27,111,13,0,0.11711711711711711,1,main,luchè
0cccab43-a529-4e3b-aa01-cf09a2fb478f,44,4,0,9.0909090909090912E-2,1,main,samuel heron
e2529165-9b2e-44e0-9090-11073ad24679,12,2,0,0.16666666666666666,1,main,yeиdry
c3575b15-fab0-406e-82a5-bf33564c1017,132,11,0,8.3333333333333329E-2,1,main,ensi
a06013b5-1a04-4d96-8e9b-3cdc3e700b5e,194,17,0,8.7628865979381437E-2,1,main,achille lauro
11237d2b-1a7a-4e59-ad3d-6dec9aeea688,26,2,0,7.6923076923076927E-2,1,main,chadia rodriguez
728e84d6-9e5f-40dd-9f08-86cc34977215,172,7,0,4.0697674418604654E-2,1,main,nerone
4a946d85-0438-4082-bbd1-d6e4b2bb4adf,171,21,0,0.12280701754385964,1,main,shiva
3e306628-1c93-42e0-bd1f-b3422d4b38e0,333,47,0,0.14114114114114115,1,main,guè pequeno
09746d9b-4492-4dbe-82ff-eb2ae1777bb4,50,6,0,0.12,1,main,papa v
99918c16-5be4-4ecb-9a19-82049c93782a,171,15,0,0.08771929824561403,1,main,noyz narcos
e2296532-8d01-4486-81f9-645392d3fa55,154,14,0,9.0909090909090912E-2,1,main,dani faiv
375dea29-d83d-48ee-8551-da1fa9916b9d,131,88,3,0.6717557251908397,0.93406593406593408,feat,yung snapp
d5c0bcd5-cd58-4991-8f87-25fb84e5cb10,9,7,1,0.77777777777777779,0.75,feat,hell raton
d9f024e8-39c8-47ab-8c75-ffa6d64098fa,21,6,1,0.2857142857142857,0.7142857142857143,feat,entics
96c4aa1f-7c2c-4812-a3b9-1522e5710a62,40,5,1,0.125,0.66666666666666663,main,tony effe
51bf4a19-3b57-4958-a2fa-af902f912cef,92,6,2,6.5217391304347824E-2,0.5,main,johnny marsiglia
96c4aa1f-7c2c-4812-a3b9-1522e5710a62,21,3,2,0.14285714285714285,0.20000000000000001,feat,tony effe
ccec9052-15f3-4418-b34b-e1d432beb820,22,8,6,0.36363636363636365,0.14285714285714285,feat,tormento
ae20525c-cb21-43fa-82e5-3b7f20a96b29,32,8,6,0.25,0.14285714285714285,main,la pina
d9f024e8-39c8-47ab-8c75-ffa6d64098fa,107,26,20,0.24299065420560748,0.13043478260869565,main,entics
01b7a4b6-316a-4ccc-a109-592fab1dc829,168,39,31,0.23214285714285715,0.11428571428571428,main,nesli
a3c43d52-67f0-43e6-9080-3282d70b7816,57,11,10,0.19298245614035087,4.7619047619047616E-2,main,grido
8885e3ce-c2f1-4215-a033-f80728e6b4b6,2,0,0,0,0,feat,cor veleno
1d1a2a30-d33c-4ca1-8687-0338932550f8,6,0,0,0,0,feat,caparezza
b2995a94-d5c4-4fae-bdba-b55b5346ffe9,1,0,0,0,0,feat,skioffi
f4aa11bc-55ee-4db6-8b2e-b08be55d54be,8,0,0,0,0,feat,mistaman
b33cc208-b288-4970-aa6c-2a17e83c6820,1,0,0,0,0,feat,mr. rain
1f819835-52ea-4f5f-b0bc-58b93a010a10,1,0,0,0,0,feat,brusco
a1c2114e-29e3-44e9-ba60-e15d9beb0444,14,0,0,0,0,feat,fedez
fd60771d-a3fe-41de-8868-9f491df03e3a,1,0,0,0,0,feat,beba
a3c43d52-67f0-43e6-9080-3282d70b7816,7,0,0,0,0,feat,grido
728e84d6-9e5f-40dd-9f08-86cc34977215,16,0,0,0,0,feat,nerone
43bf5356-1c81-479e-9bd8-e7ec6d7aa38e,2,0,0,0,0,feat,dark polo gang
