Unknown,english_pop,15.289256198347108,2.1739130434782608,0.90090090090090091
Winter,trap_gang,21.078431372549019,22.222222222222221,9.3023255813953494
Autumn,english_pop,22.589531680440771,36.956521739130437,10.365853658536585
Summer,trap_gang,16.421568627450981,20.833333333333332,11.194029850746269
Winter,english_pop,22.865013774104682,13.043478260869565,3.6144578313253013
Unknown,trap_gang,7.965686274509804,0,0
Unknown,italian_pop,11.09992449030959,0.30211480362537763,0.22675736961451248
Winter,neapolitan,15.198237885462555,7.8947368421052628,4.3478260869565215
Summer,dark_poetic,27.597402597402599,21.05263157894737,4.7058823529411766
Autumn,italian_pop,24.263780518499875,23.867069486404834,8.1950207468879661
Summer,neapolitan,12.114537444933921,18.421052631578949,12.727272727272727
Winter,italian_pop,22.30052856783287,16.918429003021149,6.3205417607223477
Unknown,neapolitan,15.859030837004406,0,0
Spring,english_pop,26.584022038567493,26.086956521739129,6.2176165803108807
Winter,,33.333333333333336,0,0
Spring,,33.333333333333336,0,0
Unknown,storytelling,9.7724230254350744,0,0
Winter,rap_street,22.680742162507997,23.03921568627451,6.6290550070521865
Unknown,italian_love,10.957551826258637,0,0
Autumn,storytelling,19.812583668005356,28.07017543859649,10.810810810810811
Spring,italian_pop,30.30455575132142,34.743202416918429,9.5514950166112964
Autumn,italian_love,22.309970384995065,21.839080459770116,8.4070796460176993
Winter,storytelling,22.757697456492636,15.789473684210526,5.2941176470588234
Summer,rap_street,14.267434420985285,22.549019607843139,10.31390134529148
Winter,italian_love,22.803553800592301,29.885057471264368,11.255411255411255
Unknown,rap_street,9.3410108765195137,0,0
Summer,english_pop,12.672176308539944,21.739130434782609,10.869565217391305
Spring,trap_gang,32.843137254901961,23.611111111111111,6.3432835820895521
Autumn,trap_gang,21.691176470588236,33.333333333333336,13.559322033898304
Spring,storytelling,33.601070950468539,29.82456140350877,6.7729083665338647
Summer,,33.333333333333336,100,100
Summer,italian_pop,12.031210672036245,24.169184290030213,16.736401673640167
Spring,italian_love,29.516288252714709,27.586206896551722,8.0267558528428093
Unknown,dark_poetic,10.38961038961039,0,0
Spring,neapolitan,34.581497797356825,50,12.101910828025478
Autumn,neapolitan,22.246696035242291,23.684210526315791,8.9108910891089117
Autumn,dark_poetic,22.077922077922079,5.2631578947368425,1.4705882352941178
Winter,dark_poetic,23.376623376623378,31.578947368421051,8.3333333333333339
Summer,storytelling,14.056224899598394,26.315789473684209,14.285714285714286
Summer,italian_love,14.41263573543929,20.689655172413794,12.328767123287671
Spring,rap_street,29.910428662827893,28.921568627450981,6.310160427807487
Autumn,rap_street,23.800383877159309,25.490196078431371,6.989247311827957
Spring,dark_poetic,16.558441558441558,42.10526315789474,15.686274509803921
