SongKey,Title,DiscNumber,TrackNumber,DurationMs,Popularity,FeaturingArtists,AlbumKey,LyricsKey,SymphonyKey,Category
b2aa9a12-a125-49a8-a1e8-582379431cec,0.25X,1,1,107532,41.0,,433afb96-d501-460b-ac8b-1eed7d40ca39,55f19b1d41c3475eb459d4a6445f07e4,c0b9863af19b4ace96a6d6804772b355,trap_gang
95742eb3-6032-4b71-b16b-2d57fdc84efa,3SOME,1,1,122076,31.0,VillaBanks,2d390f50-7f99-4ede-ac3d-4397472077bb,202c0957a9cd4fd18f8c88a61ff035b9,e588a3a6b54d43ef9d12608ba5fda2ae,rap_street
15a24552-0b9b-433c-8aa2-653f88da91b8,A te e famiglia Freestyle,1,7,169263,70.0,,186b0869-4743-485e-90e6-deeada8a0e8c,ec15cd7299944b2ca92d9f994ca107a5,7debe1eb043543e7af2e0032c684503d,rap_street
9c528985-9f22-4b00-807b-db9ebf66697e,​non è normale,1,1,188761,27.0,,4d6c0906-7861-4ecd-a54f-790cfdc041a4,26c23f0c750547cd9f74c072c3bf078c,01704016f5e544cb99586fc6366b8d26,italian_love
cac55eb3-3543-484f-ab00-b97019c86778,TECKTONiiK,1,3,181960,44.0,18K,433afb96-d501-460b-ac8b-1eed7d40ca39,753c9c99d11f457392cb953d6a869764,462aa53d98b04a19b34cf1d5f1a20906,trap_gang
3d4545ca-4cf5-4a04-8800-b863f85417f7,Rosa Chemical,1,1,149196,51.0,,1dcb9646-d6fa-4af3-a07f-35bccd859db8,f78c5eb54b8c4a6c93bca0c16d107826,b03d173c3a6c45138a6e012b8cf16dd8,rap_street
6f4dd136-48fa-4e03-a167-8ef9d75bd763,bRAtZz,1,4,187397,37.0,,433afb96-d501-460b-ac8b-1eed7d40ca39,8f269d534e4d4fd7b13c02b136bebbd9,0f965f172c1a4de8bb38d6c10576d4ce,trap_gang
b6b77e9a-5bd4-46cc-9549-6f634bfa887b,Akureyri RMX,1,10,138560,48.0,,c549c6d0-2536-4513-acf5-ded850685b13,49a3238d9c774966b1840e117f41ea80,f4f2e39ac2614a73be7d648c2ffd5d36,italian_pop
03594a8d-9229-4fa0-b41b-f7bfcb087a3a,TIPO DI N,1,6,169000,36.0,,433afb96-d501-460b-ac8b-1eed7d40ca39,077757b9f46840788f299623557e903b,3fded453f2584de3bd6a627c3d1ee588,trap_gang
0358c2b0-adb3-4565-917c-a825f2ed80f0,#ERAMEGLIOSEINGOIAVA Freestyle,1,10,138560,48.0,,c549c6d0-2536-4513-acf5-ded850685b13,c17c2de1aa6f46eb8fedc9bb697c16a6,c0c94cca92e94f069a84bd354e5c2319,trap_gang
