SongID_Original,BPM,Rolloff,Flux,RMS,Flatness,SpectralComplexity,Pitch,Loudness
3d9ec9ee-eb02-4cc9-9cb0-7a2e8201269c,135.64,1634.3491,1.0468,0.5916,0.95,61.2225,1942.9244,81.9478
16ef5d92-d300-4e72-8080-c3206e272b08,162.93,2492.6612,1.0772,0.1738,0.826,25.6841,1774.7425,16.9647
fb469eb1-718a-4501-b7e4-c405b1fe6588,83.97,1513.4018,1.0541,0.3089,0.9329,50.1635,1527.6942,34.702
9d274c00-4958-4a40-8fe4-10e0e111210a,126.24,1299.1366,1.3187,0.0479,0.8002,6.3499,2422.337,3.0257
4c0cbd80-3f37-43af-b11a-f7fdc36b49c5,96.42,551.1992,1.2526,0.1866,0.9807,14.2465,2104.6225,18.2422
5c440062-e2af-42d5-892f-a1e9a1b702c2,89.99,2162.1072,1.1973,0.2168,0.732,25.6232,2168.503,24.8034
010140c6-ae08-4fa7-ac73-986247213c8c,90.05,1666.7213,1.2422,0.2231,0.8702,25.6461,2106.2023,24.2337
dccd968f-23fe-4201-a8f6-eb86f9e5c414,150.19,2198.4763,1.2014,0.1555,0.8532,20.9463,2270.9921,14.9904
16b69bed-21b8-4918-9832-ae896e6031d3,122.26,1431.3953,1.0143,0.2282,0.8597,25.6956,1346.0725,24.2382
7c1dc3ae-492e-4344-aeca-787da791aef7,116.96,1453.269,1.2323,0.3146,0.8781,37.4723,1993.2678,36.2402
d0c8f528-c3ca-44a3-a86d-083a1282d8fc,100.48,1193.37,1.3383,0.2812,0.9524,23.1899,2008.3294,31.4019
47e00bbc-3020-43a0-8bb7-8059bf9fbc05,113.95,2096.5049,1.2659,0.0382,0.6509,5.6112,2489.1112,2.4215
991b7443-f08c-4fb4-9387-802a3de63e5f,150.19,3129.9812,1.2094,0.1262,0.7213,21.2777,1913.4062,11.2966
db1be2fe-125b-4888-91e7-2828008b1a13,123.76,994.2773,1.2238,0.2298,0.8533,23.914,2252.3836,25.2464
27435b25-8ed4-46d0-ba0b-0b68cb6301f5,146.14,615.6104,1.4789,0.3409,0.9272,15.7459,2865.9747,41.6719
111a2229-f32d-438e-823a-5e7ebb4ed998,184.57,3020.4947,1.2318,0.1718,0.842,23.7847,2333.9627,16.589
e32507d8-c82c-4a01-9a1c-e6dfb6bb690d,143.25,1220.2561,1.1363,0.0953,0.7286,11.0996,2262.3125,8.1771
da6faf3a-b4ec-4bae-827b-6533a7c9b8f6,105.0,1664.7941,1.1652,0.1947,0.9133,30.5575,2195.0775,19.8458
052312ef-d35d-4c10-a491-b9ca5e825b2c,83.07,1626.6757,1.0795,0.1286,0.8804,18.764,1472.6872,11.2622
0d7690d6-3b28-430e-abd8-1bfbc7af5872,146.06,1127.9579,0.944,0.2126,0.8885,29.3699,1321.6278,21.9908
b17757bf-a297-462b-bba8-f99b802ac43c,99.76,2012.4045,1.4012,0.1746,0.8877,17.8227,2027.7249,17.3476
eac042bd-a8fa-4385-b105-a7ea8dc924c9,129.99,1805.2343,1.3294,0.1935,0.8826,23.7241,2362.5395,20.0809
2de4e0ec-2f63-4fea-992e-2114425bc9c9,143.31,886.0154,1.4511,0.2043,0.8954,16.6571,2781.0067,21.417
6695e3a5-0f19-4883-98c4-3ef87c66bf04,178.21,1528.8264,1.4217,0.2837,0.8613,35.1988,2251.4679,32.2849
065f347e-10e8-4bd9-8998-513bb8a6ad7c,172.27,2271.0018,1.2787,0.2151,0.7386,34.5408,1584.8282,22.4763
