SongID_Original,BPM,Rolloff,Flux,RMS,Flatness,SpectralComplexity,Pitch,Loudness
df6068dc-f691-460c-b84d-95de9e19f13d,112.88,1085.8734,1.1631,0.2833,0.8984,28.5708,2243.6178,32.0579
6a873d4f-8658-4bae-a4ce-dd4fd513e10b,97.07,1705.4051,1.4841,0.2923,0.8299,32.9056,2200.6155,33.5619
d687ea25-ff30-483a-abbf-b1b442a55658,132.88,2087.0606,1.3183,0.214,0.8093,25.3223,2058.5571,23.2263
bded62b2-8592-4b0a-b05c-551a4c98c175,141.87,702.6848,1.2502,0.2291,0.97,22.6703,2295.2625,23.6768
eb539bbc-1402-462a-8781-69a74f4e731a,90.02,1828.6019,1.3476,0.2789,0.8788,39.6583,2480.4478,31.0696
89f48d2a-e4bc-4085-a9dc-a6a40cf9d3a0,129.95,1221.5906,1.5945,0.3094,0.9162,28.3158,2733.7778,36.1946
44a1099f-97e3-4d29-82c5-62f570a7c54a,172.27,1569.6461,1.1687,0.2332,0.8255,32.5955,1877.293,25.859
436f698d-4449-49fc-95d8-80f145afacb7,88.54,1284.1263,1.2922,0.273,0.9179,31.3303,2381.1682,30.356
340671b2-22c0-4da4-8c2f-02e55745033c,143.67,1346.9447,1.573,0.2832,0.8993,27.4123,2365.8485,32.073
5d225cc4-ee92-4e39-9dea-9a3ebc72af12,147.97,2228.2827,1.1939,0.2926,0.841,40.1982,2242.9495,33.5927
fab262ec-9080-4c17-bc77-2d9bb1ebb1ff,123.86,1168.56,1.4998,0.3299,0.8543,29.4518,2740.4042,39.7437
d2e8a5ca-2920-4a38-a369-0d0ce359366c,95.9,1778.0776,1.3211,0.1959,0.8603,28.2779,2247.69,20.637
6f5eb47c-68cb-47b7-a0be-834375df75a1,124.99,1110.4301,1.4549,0.2801,0.9279,28.5885,2821.6611,32.1867
af8bc8d9-0ff2-4437-b369-6e71e0cca335,83.99,2082.7442,1.3336,0.3188,0.8465,41.542,2428.5286,37.2105
ad584814-9e24-44d3-a5b7-697e950e40f1,128.0,1616.1615,1.1842,0.3052,0.9233,38.4238,2029.0201,34.6495
003d3bea-1349-4d38-8408-2adfa5b5a04f,109.87,1262.2435,1.2545,0.2519,0.95,25.0942,2165.5815,27.5047
76f76eeb-1b56-4328-bcf0-b9a42d9566ab,88.01,1719.0871,1.2871,0.2328,0.893,31.9,2524.7635,25.2561
78a9388f-bd8a-4fb3-8fd0-201b0392fa66,123.9,1066.4692,1.2302,0.2793,0.8885,27.2902,2748.5026,31.9355
0a2850ba-2fd9-4e67-93ef-ed6a25d25cab,123.88,1454.7064,1.3904,0.2316,0.8608,25.5472,2774.2477,25.2908
00844b3b-47b5-4b28-991f-9db50caf5f26,131.02,1368.659,1.2331,0.2662,0.9275,39.6981,2406.2054,29.3227
2e381e93-725a-45da-9314-60e4f9d793cf,119.94,1048.4486,1.2251,0.2688,0.9259,35.3698,2238.2839,30.2474
b24c65f5-4d2b-4333-a6c6-ce66cf34a5e3,99.89,1749.6995,1.333,0.2064,0.8673,26.8799,2179.4971,22.4
60263983-d76a-4f15-a52f-f2b84deab833,89.97,1555.5515,1.3666,0.2879,0.9194,33.7206,2458.2995,32.3704
fd987948-b098-48bd-aecc-516c59260a43,83.0,1614.7782,1.2196,0.2038,0.9064,32.2853,2111.9767,21.1393
bf526bc0-4b89-4897-987d-8dfc73868dc7,84.64,1962.6259,1.1177,0.1986,0.9205,32.0152,1928.1303,20.4495
37a9e267-6054-46fe-addf-e9939d3dc5c8,79.79,881.931,1.3176,0.2975,0.9269,27.2946,2592.0562,34.3025
5f9f9b4d-2ace-41ab-baa4-441bf47b07bc,89.0,1685.2069,1.2604,0.2223,0.915,34.7714,2256.8988,23.6919
8731876a-60b3-4482-a0a3-2b80a1e4c11e,85.99,1176.809,1.1933,0.2387,0.9506,29.7143,2305.0692,25.6246
582f193e-96ef-42f7-af7a-afa1bacdc584,77.95,1366.5048,1.3221,0.2676,0.9316,27.3854,2835.6031,29.8144
5a1fffa8-028d-4a98-882f-1504f8e82e19,120.01,1435.9872,1.2275,0.2252,0.8686,32.5157,2150.1867,24.7308
4622c4e5-9292-43a5-8003-26727f5a5301,89.14,1558.4576,1.2277,0.2095,0.9252,30.6383,2182.5355,21.7104
145c846f-55ab-4df7-9b73-bf224d8a2f60,155.94,1023.2305,1.2018,0.2708,0.9523,31.0699,2498.601,30.7819
a8da53f2-fe62-48e6-b8a2-efeee40fb9a1,139.93,1180.6214,1.3373,0.2762,0.9124,27.9484,2246.7041,30.6916
e819af84-7bc4-4f93-974e-e825810377b1,104.93,1161.0292,1.2107,0.1858,0.9067,25.9275,2379.4531,18.8208
f116d3fd-a076-4f21-8edd-3d93a442c9db,97.79,1069.2128,1.0937,0.1189,0.9503,17.2833,1921.4744,10.9948
13e678b5-d693-4db3-bbcf-9da8b1d7d08a,96.96,1591.2405,1.3537,0.2855,0.7613,35.4574,2383.4666,33.0798
b62808b0-ea43-4cf0-affc-9731879e5ced,95.05,1744.1598,1.408,0.2986,0.811,30.4324,2058.6381,34.6307
2519c0eb-266e-4691-a489-1f1ac0c0dd8f,90.97,2109.1207,1.4152,0.2157,0.789,23.3419,2585.0648,24.1124
95eee27b-b197-4385-8f4d-a140fbae0556,95.0,1797.8575,1.4561,0.25,0.8024,25.3786,2687.595,29.1844
d5be831d-bce6-4e1b-8cf3-f56b2830b1c1,92.1,1959.2367,1.3589,0.0446,0.8028,8.399,2253.8214,2.7989
64dfec68-90a6-491b-a1ce-d795849c2414,135.07,1642.5069,1.3272,0.2914,0.8662,35.5135,2465.1255,33.2834
517b28e6-a0e8-46dc-ad47-3e0532d035a6,85.93,1619.0931,1.5314,0.262,0.8905,26.6846,2864.0744,30.3972
261e6d4b-f90f-43df-966c-5dab35298407,89.94,1341.008,1.3754,0.3075,0.8757,36.4264,2574.1007,35.4076
095f5769-29d8-4423-b0ef-bcd959216074,154.84,1980.7605,1.4582,0.2298,0.8219,20.2258,2653.6076,25.766
957f09af-562b-4eba-88ba-fef256c91dc0,103.9,1483.3324,1.4126,0.2667,0.8681,35.0464,2794.513,29.9456
3a269414-7e7d-4806-90e5-95257f5f692b,117.96,1484.2277,1.2458,0.267,0.8968,31.3781,2283.8815,30.5129
c2dd3aa0-f154-47cc-ad9d-6198aa753640,87.95,1463.2948,1.3184,0.3041,0.9133,32.3737,2642.3269,35.5067
3ee4741a-e678-4e3a-98a4-fb7afaa4f5cf,99.78,1263.2489,1.1865,0.2342,0.9188,29.9091,2257.1656,25.1353
fe67ef83-61b3-4691-ad77-4e69432876b3,84.95,1590.628,1.1471,0.1855,0.9339,27.1637,2166.0689,18.7345
cf0c171a-9786-4fe4-8a2b-c60fe15ab42f,89.87,1668.5676,1.4113,0.277,0.8417,26.0162,2165.3952,31.8094
4bcee8a3-05c5-4949-abad-170e167a2782,117.77,945.5363,1.2508,0.293,0.901,36.3647,2532.3844,33.5785
eee102f8-8ef5-4f03-a7f7-660af835d9a2,128.66,1898.7811,1.1786,0.202,0.9186,31.5643,1923.5932,20.5763
70d37340-b938-421b-a626-9e7624d0ea36,99.86,1491.4093,1.2746,0.2555,0.8912,38.7886,2127.749,28.3611
531a8353-1c32-4227-a27a-8e933f91ed67,92.98,1581.3772,1.2826,0.2491,0.874,26.6856,2532.6134,27.9232
72b2a932-fc1d-4741-a828-1df784b55de8,87.99,1220.3946,1.192,0.1611,0.8803,20.5847,2103.0846,15.921
5392b514-a789-42c9-93f5-a2b6afb7eb79,96.89,2120.2327,1.3089,0.2083,0.8691,28.0267,2032.2131,21.9196
985c863d-2dd4-4a96-aa65-f180d478c7a8,90.91,1702.2802,1.3868,0.27,0.8468,29.6564,2584.9266,31.1859
f3729c89-b6bb-4b76-bca7-8b77e554ab09,87.02,2072.8187,1.2354,0.2393,0.8915,35.8306,2085.8024,26.3568
10bf3636-d2de-4f27-819d-1126452c5b1e,151.71,1631.1512,1.49,0.1551,0.8143,20.1719,2414.6572,14.9355
b58da46b-9336-47ed-b2fb-585deddc0643,106.05,931.6244,1.3093,0.3421,0.8712,32.4212,2302.2332,41.4156
cdf1748c-5f74-4473-ab61-1edadbb3f1d3,95.01,1923.2842,1.3544,0.2611,0.8484,32.9246,2514.5299,29.3056
6d7bb49e-8838-4209-bdf1-7e5cba4979c0,163.37,1574.1258,1.2543,0.2212,0.9434,35.6197,2490.4633,22.987
3c94969a-08c1-439c-bb0a-e411566ba730,150.11,1438.8141,1.486,0.2745,0.8952,28.403,2480.7408,31.8821
c0d10fd6-dbf0-49bb-a6b7-a5221c633295,90.07,1528.7713,1.2266,0.2578,0.869,32.2804,2143.6827,29.7199
0dc03e6c-8a2f-4fd2-a5de-de20326fb66d,91.94,2152.9394,1.2835,0.0588,0.7927,10.823,1981.5834,4.1219
a6421a92-1efb-4b8f-8351-9cfa42950507,86.2,1194.3058,1.2442,0.2567,0.9184,25.0389,2558.0138,28.9449
7e74bba7-c628-4c11-9fc8-7f494d8069ff,95.02,1071.7153,1.5044,0.2568,0.9602,24.1806,2551.8028,27.9712
552ec6da-b643-4794-b138-08c7eb5ae0ea,87.1,1496.3451,1.3437,0.2318,0.9345,34.034,2225.6276,24.8156
1f449d23-7f8d-466a-8d74-ed92fb9a6cbf,85.95,1203.8736,1.2361,0.2738,0.9113,26.3884,2418.8856,30.4866
a8e79b13-e062-4013-af33-1e52e7b43883,172.27,1690.9392,1.3126,0.2471,0.8834,35.6593,1938.9935,26.994
a4c70a7d-248c-49c4-a88e-9ab2e27f6d6b,85.08,2150.2598,1.3383,0.1302,0.895,23.1646,2202.1464,11.473
29ba526f-01e8-4efd-b772-907b46351f99,88.03,1024.0687,1.3449,0.3129,0.9178,30.3069,2309.9166,36.622
5155565a-580e-49ce-817e-2456034c48b1,95.77,1362.3507,1.2091,0.1181,0.9214,19.5184,1798.065,10.6192
b65985c0-0e21-4961-abd5-280059b7bc7f,150.11,1483.7342,1.208,0.2668,0.908,47.7673,2003.5156,29.1053
90052bb2-aea8-4306-ad24-a89181dfae81,125.06,1349.5565,1.0983,0.2933,0.9092,39.6711,2133.4653,33.3977
91a34bbe-5baa-4b6a-a2ac-625cf9392b2e,140.02,1325.8816,1.2307,0.3079,0.8619,35.9261,2244.3354,35.5999
777daaa6-c735-45a4-b2d9-7901040aad4a,150.31,1931.9666,1.4154,0.2343,0.8249,26.5756,2456.2782,26.4065
2fa7be44-5413-4257-ae63-b1fe72e9a016,84.98,1394.0303,1.3586,0.2706,0.9107,30.2724,2732.6423,30.5664
63d8e1ea-04a4-4fd8-95d0-e886344c5d50,91.88,1416.0691,1.4063,0.16,0.899,21.8937,2268.3862,15.1805
bb935676-3a61-4275-be4f-6ad067c0fa75,104.89,1666.8909,1.1733,0.2235,0.9283,35.3166,1816.5815,23.0138
7b44bfdc-fed2-44bd-b9b4-3eba7f975094,88.01,1887.7675,1.3222,0.2012,0.8328,30.221,2042.7464,20.7834
421d6825-946d-40ea-adba-7901ad62ef69,144.83,897.5749,1.1963,0.2426,0.9299,24.8057,2184.4709,26.0424
f8682fda-ec13-4b49-bdc7-c2061623b79e,83.82,1952.3629,1.318,0.2329,0.8859,36.9002,1979.7356,24.4494
d81ebab9-6396-4710-90f1-1169b70115af,172.27,1461.3055,1.2902,0.2248,0.9114,29.4351,2330.8011,24.2641
dafdbca5-c910-4ff7-b617-af110df052e9,91.92,1847.1328,1.2862,0.31,0.8598,36.3889,2264.8276,35.9201
de3d1106-e6bb-4d4e-b5a9-44ec259ab24f,93.92,1024.2398,1.1162,0.2239,0.9425,27.0977,2336.2031,24.4581
04a19e78-b263-41c0-a300-0b4c6fb28ae5,100.01,1623.7818,1.3371,0.2609,0.8974,34.7822,2532.8623,29.2573
2194166b-51f7-487c-9599-cbae906c5749,91.91,1867.3736,1.3243,0.205,0.8028,30.0999,2225.8279,21.526
8ba3cf57-297e-45e5-87b1-5125e54d03a1,86.99,1935.0055,1.2277,0.224,0.8744,32.8224,2395.0257,24.1058
149bea5f-9766-4752-9f00-0910d1ebca13,91.95,1336.9795,1.2557,0.248,0.9464,30.9911,2001.1149,27.0262
f7fc65c3-6ae1-40b5-9249-05494931ebb2,89.88,1379.558,1.3616,0.2403,0.8793,23.6401,2727.3548,26.9208
2528c8f9-7b0b-487e-ac52-68ecb302510d,95.09,1630.4369,1.3271,0.2725,0.8863,39.5965,2186.2881,30.3293
c1cecb56-c45b-4ff8-b709-4d8b70125f36,96.88,2078.0697,1.2816,0.203,0.8973,30.3658,2112.2677,21.0367
4cc7d607-f785-44fb-8b25-90e0c13ae939,89.92,1583.7035,1.2725,0.2455,0.9045,30.5833,2096.9131,26.7312
ec25bc43-3b5f-4839-80b2-8485d51bc013,93.95,1119.9049,1.383,0.2568,0.9633,34.653,2015.8934,27.1367
db877e3d-be48-4926-90dc-15875b294b1d,94.03,1808.696,1.3969,0.2195,0.8925,30.7121,2652.9425,23.5439
f87ef42b-f18f-4219-91c2-775d11d71627,83.58,1677.6105,1.1551,0.2437,0.8995,40.0531,2001.9573,26.5894
1aefec7c-ba59-4354-98fe-13f54474109f,90.76,1805.7644,1.2428,0.1155,0.8694,16.9844,2583.5564,9.9138
113ac210-a73c-4ad3-8ea3-6d7cab09785b,92.05,1721.656,1.4915,0.2065,0.907,29.5733,1854.0369,20.8344
529464b9-f585-48b3-917b-a9ab5b4a7c0c,89.91,1216.7241,1.1702,0.1624,0.9492,23.6449,1842.1337,15.6884
6d7360d0-7fbb-4ca2-88ab-64445fff1da6,79.96,816.5482,1.2742,0.3465,0.9277,29.4985,2662.5988,41.2607
b55bac45-dbf5-4e90-91fc-7d6decb47cec,123.68,1035.4957,1.25,0.1069,0.958,17.9149,2434.7204,8.5812
77827c5a-c71d-47d2-b0a1-4f1d7b3ff95f,99.95,1284.58,1.2351,0.3311,0.8441,42.5922,2081.7579,38.889
fc3c41f8-8a8b-404a-a44e-81cc00c4d1a8,90.49,1563.4607,1.3715,0.235,0.9073,30.329,2485.9819,25.1261
9e40631d-d279-42da-b82c-f7ca38d8d7f5,87.93,1453.6522,1.2151,0.2442,0.9148,29.777,1921.3801,26.6966
6ca345c5-b7b5-453f-9bf4-82856411b546,95.95,1354.5916,1.2009,0.2912,0.8819,35.887,2061.5395,33.3329
e6c845dc-9b45-4368-973c-53f185fee605,93.95,1404.0812,1.2755,0.3069,0.9103,35.975,2136.4579,35.2492
8a646638-20be-4a77-97bb-6711b564419c,95.88,1820.9648,1.1128,0.2267,0.863,37.029,1841.9255,24.1579
d8d08c9a-c6dc-43a9-aca7-eda21c4b39d7,74.96,1142.0741,1.2999,0.2404,0.9307,29.4012,2421.2945,25.6812
2d2a7247-22e4-47d5-937a-6ce068e37f94,129.98,987.8923,1.5851,0.2927,0.8945,27.5074,2507.1377,33.3766
4e81e1c3-de00-466f-a24a-e404d7f3f7bc,90.02,1241.1732,1.3541,0.0762,0.8438,8.1706,2484.8861,5.6694
0d1a4e15-6b62-4a80-aae1-0d7a425320b9,94.32,1731.1222,1.6659,0.1915,0.9053,21.7609,2613.368,19.6452
07546bab-2218-49d7-bb70-ea9b6dd291d6,91.03,2192.7108,1.2134,0.2236,0.8979,36.7902,2212.1814,23.7004
9b35ebdb-a545-4ced-bc14-c5a29f356f55,75.44,2205.04,1.1748,0.2645,0.8398,37.1328,2236.9584,29.3603
5e2ec80f-3ee9-4d83-bec2-42ea6a5b936a,148.02,1089.4106,1.1489,0.0608,0.8723,10.2312,2091.5209,4.1761
81c0f5d5-5390-4d8c-ac10-cb352ee2a064,101.97,1007.6129,1.3638,0.254,0.8969,24.7838,2852.8781,28.0107
c83c0551-85ea-4316-8a1a-956f009b9804,93.98,2092.2888,1.3243,0.2278,0.9183,40.3276,1757.8586,23.6734
bacb42dd-fd70-40c9-b3d1-251a39f10043,87.1,1779.6512,1.3838,0.2411,0.8559,29.3755,2566.4592,26.3916
3162eb66-c6c1-4999-b5b2-ecf2473cc2c1,91.94,1823.1408,1.2859,0.2338,0.8893,38.3319,2150.7732,24.5999
8ff92266-b275-4c7e-b1a1-3b43788d5e3f,91.9,1728.1335,1.5501,0.2249,0.8394,30.1879,2579.2427,24.2716
451d828f-32d5-43e3-aa58-4e7c41c8ab25,135.5,1022.5151,1.3931,0.2587,0.9079,20.4343,2899.1577,28.7083
2020db4d-bd16-405c-bd6e-68af201895e7,91.99,1133.8052,1.2856,0.2564,0.9604,32.5093,1934.6432,27.2022
c40ec5d0-5e42-46d4-b3f0-11f982ad5c56,178.21,1753.9985,1.4394,0.1663,0.8831,22.0382,2514.9235,15.9838
21686e5f-b762-4a88-94fb-f4875765b340,88.26,1203.0322,1.3001,0.2303,0.9472,31.6292,1826.2066,23.8582
d18d8d2e-463d-4452-a3ee-54840e11f83e,89.99,1602.7166,1.5803,0.2001,0.9233,23.7821,3007.3594,20.6228
c3462fd7-2066-4cbb-b122-0bc483dc8f16,95.94,1325.3691,1.35,0.1589,0.9153,16.3784,2607.3105,15.3323
263170de-b85d-4bbc-a1f3-e60ef6bb7996,119.5,1966.0488,1.1022,0.1127,0.7859,25.264,1524.1242,9.8487
55474fc9-2bbd-4fcd-8f5f-f60efc79b98b,95.03,1299.6054,1.3051,0.1976,0.9033,25.9936,1979.1137,19.9656
d4cb5bef-256c-45b0-9291-c0a898757cf5,93.0,1540.527,1.3803,0.163,0.8896,21.0694,2465.1933,15.824
eec43909-5cff-43b5-a357-18a63e583ae7,123.01,1976.0129,1.1834,0.2733,0.8292,45.1819,2041.9335,30.1324
f2b50639-d7e4-4e9c-9e2f-46ab2fd25eb1,105.69,1536.5849,1.1485,0.2182,0.8702,30.5386,2048.6926,22.7406
48ffe6fd-cc1c-4a6e-9521-5277702f2328,125.12,819.9446,1.102,0.1532,0.9231,12.5694,3282.4853,14.9424
f7ff8d87-7adb-4863-8d22-a15b2bec9f46,100.03,2329.5167,1.4209,0.2954,0.7801,36.0023,2631.5046,34.0729
cb563fbe-5174-4e32-8b60-526f5e1a022b,92.78,627.8408,1.2005,0.2558,0.9556,24.3223,2474.6185,27.8142
0ec856ba-c2b3-49ec-8fa0-971a3ec4d5ad,95.97,1193.5473,1.4424,0.155,0.2919,15.9963,2661.9541,14.9842
9b14de0c-0f54-40c7-8027-5452f084f1b1,135.5,1550.9884,1.5559,0.1533,0.8838,15.818,2344.6823,14.5974
afdd8e9c-49b6-484f-be27-23a1b4e0afe9,89.93,1861.3318,1.4071,0.1717,0.9028,26.3592,2350.0534,16.4348
c926659d-3c1e-4211-95cb-e07448c181fc,89.89,1173.1423,1.0894,0.169,0.9058,22.076,1484.0358,16.1737
f256e2b7-2fd2-4fd1-a6af-18857155141d,129.92,2370.0693,1.2753,0.3209,0.8029,43.4119,2356.2687,37.4266
336f7396-56df-458c-8082-f82708d1c51f,130.09,856.2098,1.3178,0.1629,0.8991,13.8759,2402.481,16.1046
75262285-6a37-4128-b87b-3ea29de0a43b,90.94,1900.2909,1.1877,0.1273,0.7254,17.7546,2207.3908,12.6717
2f3b710d-b5f1-4b73-a12f-34d1c99e4d4e,91.96,1982.5186,1.265,0.2687,0.8972,39.1059,2342.0227,30.0041
c2b175f0-c379-4db6-bbca-a2ba1b672ffc,,,,,,,,
a27b26d3-cdc4-4677-ad03-e6d943877fe1,94.98,1527.5216,1.4113,0.1979,0.9213,29.5294,2391.2009,19.883
f0e674fc-d34c-40b7-bb65-64983db9fc6e,93.0,1519.231,1.3635,0.2306,0.9384,33.2081,2329.8017,24.5588
7a5c5111-b086-4504-af63-b14a5c533447,120.37,1951.3166,1.0407,0.1125,0.7939,25.233,1527.138,9.8303
e9292a37-5cb1-4aed-a91f-fd8b5c04f09b,95.81,1251.9782,1.4722,0.2298,0.9515,27.3146,2223.4624,24.147
d5bdb4a2-5da6-46b4-87d2-09b366f8d523,99.8,1075.0158,1.2094,0.2542,0.9071,30.6603,2276.3008,28.0803
8bbfb687-31d7-412d-a2e9-30e415bf41a9,95.02,1564.3317,1.2614,0.2849,0.8599,38.0813,2369.0592,32.0482
d91c554e-9b6c-4cd2-b73c-473303257280,90.0,1765.6993,1.2594,0.2505,0.926,35.7055,2007.9826,26.9119
7c95a30a-c74f-4785-ae55-81d916227c03,97.91,1630.5768,1.5054,0.1044,0.8627,19.7011,2609.0156,8.633
6b6b7d0c-e453-448d-9e80-6090966eea9a,151.71,1631.1512,1.49,0.1551,0.8143,20.1719,2414.6572,14.9355
1be9ec3f-0a5b-45f0-8d10-9f8079d74233,93.66,800.7286,1.179,0.1221,0.9227,14.7838,1490.0982,10.145
01fb849e-dd2f-48d9-9001-4665fad2cf2d,87.99,1220.3946,1.192,0.1611,0.8803,20.5847,2103.0846,15.921
e918fdc9-3644-4fe1-9d3c-d1155b170474,86.99,1935.0055,1.2277,0.224,0.8744,32.8224,2395.0257,24.1058
c39cc14d-1570-4605-bbe8-d7eab02f5499,84.64,1668.7177,1.1904,0.2027,0.8902,25.3707,2353.2433,21.7432
b8ebffd8-d0d9-4321-8aab-b09679c95ab8,172.27,1367.3882,1.2875,0.291,0.9215,31.0126,2207.168,33.5568
6b2f4186-16e9-42a3-9429-e47695377dd0,87.96,1792.7346,1.3737,0.178,0.8944,22.7358,2826.9144,17.7196
95af22b3-14be-4ff6-bcc5-c5eb4d7e9206,93.82,2113.7852,1.3749,0.2299,0.9108,35.2279,2083.4836,24.4545
5da58504-1747-4196-a0ae-aa5aa935074d,87.98,966.6539,1.2405,0.1171,0.9327,13.7346,2783.8668,9.9995
ec8e22e1-ee2a-4d54-ba1d-97e4150c39f8,91.01,2999.3367,1.3378,0.1616,0.8877,26.7527,2336.3267,15.2881
c1b3695a-6da2-4421-9894-3b662d947411,144.04,2384.8178,1.3902,0.1934,0.8714,32.2164,2511.7839,19.2754
fccff917-a816-4713-92ad-09828819fdf9,90.89,1441.4079,1.4358,0.3223,0.9065,33.9488,2474.336,37.664
547fbcea-5d7d-48ff-88ef-362c74842b5e,151.98,1479.6868,1.255,0.2221,0.9166,24.601,2553.995,25.0339
815d4698-ee7d-413a-a06b-2a4501b6dda1,87.97,1459.6105,1.438,0.3055,0.8674,35.0054,2452.9825,35.3315
eb9388b0-bd26-43c2-ad0c-8f5831576997,135.91,1247.3426,1.1974,0.1933,0.9145,21.881,2394.7768,19.5429
435b3f88-75f6-4b85-866f-814a4d78b846,87.05,1549.3972,1.3533,0.3048,0.8939,37.3496,2571.5472,35.3386
6c920e1e-d538-430c-9b73-88a8ed4b3112,156.2,1778.5569,1.474,0.3028,0.8622,30.0732,2439.8216,35.3794
078d3121-e28b-4156-bc04-61d0c4c353e2,90.95,2544.8809,1.4349,0.1933,0.8222,30.0478,2449.4376,20.2412
f9b269ff-5a3d-4d93-b440-019e08816e3d,84.03,1387.3377,1.2256,0.3017,0.9077,32.8015,2390.0313,34.7842
c537eac3-8461-4597-8c0c-017f2071463b,163.96,1621.5082,1.3963,0.2683,0.8945,24.8215,2496.6887,30.0825
205bb262-ab71-439d-9068-3f10b60723b1,156.41,1354.7134,1.3122,0.2164,0.9356,25.2277,2598.4073,22.3959
d58556b1-ef9b-4815-977b-c07bebe066d0,95.96,2220.0214,1.4472,0.2229,0.8341,32.6923,2355.7981,23.6648
2af5a3f1-3ac3-422e-8d25-95891ebf19f2,89.99,2268.463,1.3724,0.1644,0.8624,26.3423,2585.7793,15.756
112da8ea-f391-4b0e-8928-936abdfba5fc,86.0,1314.2341,1.529,0.3073,0.8965,27.1626,2872.4287,36.2925
e602f22c-22b3-4600-9872-360d6e238b9b,87.9,1456.4137,1.22,0.2627,0.9098,29.3269,2366.6501,29.3269
460d86f8-0083-4129-a026-9760a28a77d9,92.01,2333.2022,1.1489,0.1713,0.8338,22.993,2061.8341,16.8517
c6245554-685b-45e9-87b8-3b3620ad3cca,184.57,1816.3272,1.5548,0.194,0.9048,23.6403,2651.3043,19.8054
6e08583c-57c5-4ce9-899f-4774833d4e19,86.0,1387.9511,1.0999,0.0959,0.8487,14.8019,2129.604,7.6944
5184720f-f13d-4865-9628-cee9ef7d85b6,91.9,1767.8872,1.381,0.3084,0.8936,32.4384,2512.9597,36.1787
1af1b15d-ec25-4e85-a88c-d53b2c8acaf0,91.09,2796.2566,1.2577,0.0865,0.829,15.4349,2301.4746,6.8674
5236e396-3c93-481f-88f2-eea7e31d7bc3,83.95,1826.9679,1.2325,0.1573,0.9047,17.8645,2566.2919,14.8919
6863f170-90c9-40b0-9d72-9c15884ab0fd,92.02,3907.5272,1.4758,0.2069,0.7444,34.5774,2265.1396,21.0159
ad6f19d3-59cb-4c7a-87ef-ea23136930a2,78.01,2533.9689,1.195,0.0351,0.7956,4.7306,2385.5008,2.0259
b4dfde0c-a664-4a37-9e2a-9ba3cab9d7ea,88.2,2092.2512,1.2203,0.045,0.8163,8.9282,2203.8033,2.7338
39d6a7f0-6e99-48b1-9c02-01b43bf7b766,91.06,1657.6591,1.3533,0.3206,0.9204,38.2624,2288.7344,37.3402
8ac6276e-eb4d-4087-960a-636ae6debfec,81.95,1884.3223,1.3878,0.1547,0.847,12.0965,2912.0999,15.4734
7befc5f6-28cd-4622-9cc4-4560a87df1e4,95.98,2576.2555,1.3865,0.2295,0.8695,22.9888,2570.5438,24.1614
524de20d-1029-43ce-820c-44ab50f8e46c,100.95,1509.2586,1.2505,0.2164,0.9147,28.1183,2424.4914,22.5608
cb4ed993-7982-4c1c-a058-9de34d1c59ca,140.03,2540.2337,1.2058,0.2348,0.8324,36.2663,2182.5588,25.7211
7ddd3558-8d91-4acd-bc51-f8279250e733,164.16,1486.6599,1.1812,0.2014,0.9354,27.3501,2553.1877,20.3136
013833e3-edce-4ad8-a8d1-d51179cc4541,86.93,1711.5924,1.2122,0.2277,0.8638,30.9035,2411.6375,24.6235
3851df9b-b6ed-4758-8ead-544ebf891863,140.02,1871.1544,1.1453,0.1891,0.867,24.3907,1895.4396,19.0842
b862829b-4c01-43e4-a0ee-c79fab4b0d4b,88.98,1936.9475,1.2743,0.2389,0.8817,29.0249,2406.8745,25.8896
020e5839-b949-42b5-8996-01037eedd1aa,130.45,1345.8827,1.1722,0.258,0.9013,27.3823,2162.4368,28.7162
9624d57d-bb13-404f-a47e-dffdaf143bf2,142.62,2248.3759,1.2736,0.0593,0.8132,9.3122,2412.4719,4.0143
635e504c-e87b-4076-8eb7-897891957302,83.99,2376.4425,1.3877,0.2044,0.8556,28.5286,2391.2806,20.7673
b32f52dd-6acf-4ad1-aee4-0eadf2fa055b,110.44,1690.9742,1.3717,0.2513,0.9114,31.8536,2440.9934,27.1367
3ea7ea6b-be6f-42e6-ab30-6606d09dbd7d,85.96,2904.422,1.2381,0.1838,0.8291,29.2354,2217.5037,18.3378
8abb7019-b3d6-4e40-a589-0b3dfdc6f113,89.98,2847.1045,1.4072,0.1674,0.8323,27.4951,2090.2159,15.9929
328db57b-1d5f-42b3-b2a0-d09cbb562796,150.2,1884.7049,1.4175,0.2886,0.8347,30.098,2550.3281,32.8611
7c7535fc-f155-4185-92bd-3cc653650cec,95.01,1834.3977,1.2875,0.2248,0.8766,22.6656,2608.738,24.2214
cb082c0a-1ceb-47c2-b555-3858bbbedd5e,91.92,2144.2342,1.2899,0.2535,0.8567,36.2098,2202.7175,27.7733
a47d4868-5185-4d56-80fc-44510a73fec6,82.98,1806.1456,1.1674,0.2331,0.8983,30.7205,2566.1599,25.3735
5ee12c69-36bf-44bb-b9a3-2b139cca27c9,83.88,2578.2262,1.1745,0.0712,0.7874,12.6181,2213.9595,5.2812
5ac07b44-94f9-48be-a206-fc073fc17002,90.99,2942.5,1.2949,0.1707,0.8121,30.3452,2163.6479,16.7858
eae4a0bb-a340-451f-8652-543901aee3f7,92.01,2169.7653,1.3817,0.2216,0.8981,36.367,2179.8871,22.9859
