SongID_Original,ArtistID_Original
TR413834,ART08302616
TR137788,ART08302616
TR148262,ART08302616
TR789568,ART08302616
TR686820,ART08302616
TR778463,ART08302616
TR761194,ART08302616
TR183819,ART08302616
TR572337,ART08302616
TR572337,ART70825116
TR502272,ART08302616
TR344878,ART08302616
TR764856,ART08302616
TR239723,ART08302616
TR239723,ART83125571
TR239723,ART74676403
TR596420,ART08302616
TR585393,ART08302616
TR583353,ART08302616
TR542044,ART08302616
TR754738,ART08302616
TR467976,ART08302616
TR975972,ART08302616
TR520128,ART08302616
TR996422,ART08302616
TR516774,ART08302616
TR726762,ART08302616
TR722945,ART08302616
TR839302,ART08302616
TR374959,ART08302616
TR149652,ART08302616
TR427150,ART08302616
TR214129,ART08302616
TR297714,ART08302616
TR102674,ART08302616
TR544001,ART08302616
TR624941,ART08302616
TR213172,ART08302616
TR646871,ART08302616
TR370464,ART08302616
TR873238,ART08302616
TR216316,ART08302616
TR500693,ART08302616
TR539308,ART08302616
TR139595,ART08302616
TR112774,ART08302616
TR624899,ART08302616
TR227957,ART08302616
TR851740,ART08302616
TR176124,ART08302616
TR294526,ART08302616
TR482146,ART08302616
TR843076,ART08302616
TR269908,ART08302616
TR444478,ART08302616
TR932217,ART08302616
TR729748,ART08302616
TR375734,ART87497821
TR347049,ART87497821
TR763689,ART87497821
TR763689,ART09119396
TR526748,ART87497821
TR220191,ART87497821
TR101698,ART87497821
TR398127,ART87497821
TR540259,ART87497821
TR986287,ART87497821
TR655928,ART87497821
TR696286,ART87497821
TR374577,ART87497821
TR374577,ART02733420
TR954458,ART87497821
TR299525,ART87497821
TR941998,ART87497821
TR470591,ART87497821
TR470591,ART87162895
TR620661,ART87497821
TR885564,ART87497821
TR516733,ART87497821
TR516733,ART02733420
TR516733,ART05528539
TR784141,ART87497821
TR784141,ART02733420
TR339275,ART87497821
TR296439,ART87497821
TR898138,ART87497821
TR898138,ART85780419
TR216375,ART87497821
TR470247,ART87497821
TR470247,ART39344115
TR470247,ART64850829
TR167786,ART87497821
TR606466,ART87497821
TR624359,ART87497821
TR126989,ART87497821
TR962127,ART87497821
TR745907,ART87497821
TR518823,ART87497821
TR828715,ART87497821
TR574957,ART87497821
TR357563,ART87497821
TR786619,ART87497821
TR741501,ART87497821
TR731398,ART87497821
TR174541,ART87497821
TR310123,ART87497821
TR875393,ART87497821
TR305952,ART87497821
TR629091,ART87497821
TR709512,ART87497821
TR974036,ART87497821
TR783144,ART87497821
TR674940,ART87497821
TR458975,ART87497821
TR458975,ART02733420
TR458975,ART87162895
TR894366,ART87497821
TR148522,ART87497821
TR544505,ART87497821
TR544505,ART88026810
TR544505,ART57242110
TR967870,ART87497821
TR879978,ART87497821
TR458945,ART87497821
TR709966,ART87497821
TR777489,ART87497821
TR777489,ART85780419
TR173013,ART87497821
TR799066,ART87497821
TR538309,ART87497821
TR407821,ART87497821
TR999926,ART87497821
TR156309,ART87497821
TR724104,ART87497821
TR237947,ART87497821
TR972480,ART87497821
TR787970,ART87497821
TR885144,ART87497821
TR992464,ART87497821
TR228884,ART87497821
TR145577,ART87497821
TR977345,ART87497821
TR895346,ART87497821
TR967838,ART87497821
TR366391,ART87497821
TR905589,ART87497821
TR524750,ART87497821
TR997454,ART87497821
TR590832,ART87497821
TR573549,ART87497821
TR426438,ART87497821
TR269346,ART87497821
TR515675,ART87497821
TR845424,ART87497821
TR267156,ART87497821
TR267156,ART53496045
TR538535,ART87497821
TR538535,ART70825116
TR115275,ART87497821
TR852256,ART87497821
TR374638,ART87497821
TR262296,ART87497821
TR554067,ART87497821
TR292097,ART87497821
TR223076,ART87497821
TR502678,ART87497821
TR678697,ART87497821
TR948467,ART87497821
TR616930,ART87497821
TR171471,ART87497821
TR436364,ART87497821
TR629861,ART87497821
TR629861,ART70825116
TR735293,ART87497821
TR124496,ART87497821
TR695604,ART87497821
TR980951,ART87497821
TR523962,ART87497821
TR523962,ART83125571
TR630141,ART87497821
TR354188,ART87497821
TR191906,ART87497821
TR187725,ART87497821
TR884968,ART87497821
TR694245,ART87497821
TR272836,ART87497821
TR400898,ART87497821
TR579276,ART87497821
TR579276,ART76284946
TR485347,ART87497821
TR749006,ART87497821
TR719433,ART87497821
TR733821,ART87497821
TR736330,ART87497821
TR643399,ART87497821
TR597247,ART87497821
TR758361,ART87497821
TR485585,ART87497821
TR358920,ART87497821
TR805047,ART87497821
TR544949,ART87497821
TR289476,ART87497821
TR270467,ART87497821
TR844538,ART87497821
TR490838,ART87497821
TR760205,ART87497821
TR226953,ART87497821
TR833403,ART87497821
TR438113,ART87497821
TR107983,ART87497821
TR229272,ART87497821
TR869463,ART87497821
TR527872,ART73965015
TR336955,ART73965015
TR749725,ART73965015
TR627743,ART73965015
TR651800,ART73965015
TR768854,ART73965015
TR496656,ART73965015
TR476060,ART73965015
TR754038,ART73965015
TR181096,ART73965015
TR458685,ART73965015
TR992238,ART73965015
TR287512,ART73965015
TR618864,ART73965015
TR646039,ART73965015
TR679972,ART73965015
TR274925,ART73965015
TR135764,ART73965015
TR209942,ART73965015
TR263495,ART73965015
TR786291,ART73965015
TR319313,ART73965015
TR845571,ART73965015
TR992097,ART73965015
TR774677,ART73965015
TR677107,ART73965015
TR426500,ART73965015
TR592898,ART73965015
TR244785,ART73965015
TR368597,ART73965015
TR839680,ART73965015
TR208744,ART73965015
TR870935,ART73965015
TR381627,ART73965015
TR232809,ART73965015
TR837198,ART73965015
TR227572,ART73965015
TR383445,ART73965015
TR186081,ART73965015
TR473366,ART73965015
TR483411,ART73965015
TR578301,ART73965015
TR420313,ART73965015
TR640362,ART73965015
TR359221,ART73965015
TR558613,ART73965015
TR775675,ART73965015
TR382866,ART73965015
TR275443,ART73965015
TR623727,ART73965015
TR754788,ART73965015
TR609064,ART73965015
TR360515,ART73965015
TR360953,ART73965015
TR846383,ART73965015
TR947013,ART73965015
TR137460,ART73965015
TR610064,ART73965015
TR601405,ART73965015
TR504967,ART73965015
TR944321,ART73965015
TR840496,ART73965015
TR976198,ART73965015
TR386162,ART73965015
TR840992,ART73965015
TR820243,ART73965015
TR656050,ART73965015
TR642806,ART73965015
TR594550,ART73965015
TR553934,ART73965015
TR465096,ART73965015
TR705460,ART73965015
TR352143,ART73965015
TR677994,ART73965015
TR496713,ART73965015
TR643415,ART73965015
TR460967,ART73965015
TR982039,ART73965015
TR116118,ART73965015
TR474153,ART73965015
TR732440,ART73965015
TR630082,ART73965015
TR953976,ART73965015
TR369931,ART73965015
TR553104,ART73965015
TR553104,ART71969350
TR553104,ART48537029
TR696450,ART73965015
TR408178,ART73965015
TR269843,ART73965015
TR182594,ART73965015
TR224443,ART73965015
TR281121,ART73965015
TR980429,ART73965015
TR980429,ART48537029
TR425384,ART73965015
TR422359,ART73965015
TR563285,ART73965015
TR505148,ART73965015
TR794489,ART73965015
TR202792,ART73965015
TR592717,ART73965015
TR333951,ART73965015
TR454150,ART73965015
TR698280,ART73965015
TR845539,ART73965015
TR721270,ART73965015
TR171180,ART73965015
TR235126,ART73965015
TR440795,ART73965015
TR798026,ART73965015
TR657382,ART73965015
TR791475,ART73965015
TR277887,ART73965015
TR767405,ART73965015
TR407507,ART73965015
TR933898,ART73965015
TR959397,ART73965015
TR306545,ART73965015
TR551037,ART73965015
TR210886,ART73965015
TR832681,ART73965015
TR751448,ART73965015
TR187249,ART73965015
TR813730,ART73965015
TR304105,ART73965015
TR808632,ART73965015
TR201620,ART73965015
TR289320,ART73965015
TR844219,ART73965015
TR846542,ART73965015
TR937164,ART73965015
TR484750,ART73965015
TR848588,ART73965015
TR502398,ART73965015
TR859529,ART73965015
TR990892,ART73965015
TR765769,ART73965015
TR848447,ART73965015
TR866993,ART73965015
TR445120,ART73965015
TR395040,ART73965015
TR947816,ART73965015
TR611034,ART73965015
TR464376,ART73965015
TR529315,ART73965015
TR939512,ART73965015
TR266893,ART73965015
TR946356,ART73965015
TR769262,ART73965015
TR713502,ART73965015
TR462336,ART73965015
TR591168,ART73965015
TR890254,ART73965015
TR445699,ART73965015
TR196345,ART73965015
TR720455,ART73965015
TR896706,ART73965015
TR103370,ART73965015
TR899760,ART73965015
TR867908,ART73965015
TR582930,ART73965015
TR603669,ART73965015
TR565534,ART73965015
TR765241,ART73965015
TR481001,ART73965015
TR904949,ART73965015
TR166677,ART73965015
TR491107,ART73965015
TR837415,ART73965015
TR406304,ART73965015
TR339521,ART73965015
TR648658,ART73965015
TR682976,ART73965015
TR946669,ART73965015
TR277099,ART73965015
TR691321,ART73965015
TR656460,ART73965015
TR624319,ART73965015
TR224608,ART73965015
TR774514,ART73965015
TR502973,ART75741740
TR666846,ART75741740
TR666846,ART85780419
TR752562,ART75741740
TR900883,ART75741740
TR664946,ART75741740
TR902052,ART75741740
TR567383,ART75741740
TR408306,ART75741740
TR425291,ART75741740
TR448850,ART75741740
TR974603,ART75741740
TR323384,ART75741740
TR323384,ART79325822
TR356108,ART75741740
TR356108,ART25707984
TR356108,ART17240256
TR572038,ART75741740
TR254626,ART75741740
TR727691,ART75741740
TR822379,ART75741740
TR857471,ART75741740
TR215097,ART75741740
TR103013,ART75741740
TR379186,ART75741740
TR654742,ART75741740
TR379787,ART75741740
TR136753,ART75741740
TR722203,ART75741740
TR415254,ART75741740
TR500622,ART75741740
TR698475,ART75741740
TR974461,ART75741740
TR368517,ART75741740
TR325758,ART75741740
TR327271,ART75741740
TR695879,ART75741740
TR354852,ART75741740
TR231911,ART75741740
TR937172,ART75741740
TR463966,ART75741740
TR463966,ART88792008
TR284353,ART75741740
TR348136,ART75741740
TR786152,ART75741740
TR794725,ART75741740
TR927155,ART75741740
TR985857,ART75741740
TR937876,ART75741740
TR445842,ART75741740
TR445842,ART63613967
TR171437,ART75741740
TR551110,ART75741740
TR851942,ART75741740
TR508763,ART75741740
TR605465,ART75741740
TR283307,ART75741740
TR978015,ART75741740
TR972778,ART75741740
TR423812,ART75741740
TR885449,ART75741740
TR593055,ART75741740
TR593055,ART79325822
TR510680,ART75741740
TR882368,ART75741740
TR882368,ART52272796
TR982072,ART75741740
TR158793,ART75741740
TR804246,ART75741740
TR386841,ART75741740
TR748980,ART75741740
TR664788,ART75741740
TR847692,ART75741740
TR125643,ART75741740
TR552465,ART75741740
TR719912,ART75741740
TR876190,ART75741740
TR972804,ART75741740
TR595234,ART75741740
TR691181,ART75741740
TR283474,ART75741740
TR283474,ART79325822
TR988233,ART75741740
TR324410,ART75741740
TR359755,ART75741740
TR491993,ART75741740
TR893693,ART75741740
TR352777,ART75741740
TR636283,ART75741740
TR444923,ART75741740
TR136199,ART75741740
TR365029,ART75741740
TR434027,ART75741740
TR316424,ART75741740
TR764899,ART75741740
TR786972,ART75741740
TR850080,ART75741740
TR537587,ART75741740
TR999898,ART75741740
TR672026,ART75741740
TR308788,ART75741740
TR591192,ART75741740
TR542786,ART75741740
TR304282,ART75741740
TR114174,ART75741740
TR444213,ART75741740
TR275810,ART75741740
TR358321,ART75741740
TR991966,ART75741740
TR156869,ART75741740
TR591881,ART75741740
TR916089,ART75741740
TR530675,ART75741740
TR673318,ART75741740
TR176967,ART75741740
TR423436,ART75741740
TR937665,ART75741740
TR937665,ART79325822
TR393877,ART75741740
TR701196,ART75741740
TR457962,ART75741740
TR821180,ART75741740
TR650109,ART75741740
TR700254,ART75741740
TR244186,ART75741740
TR925824,ART75741740
TR461800,ART75741740
TR520782,ART75741740
TR903275,ART75741740
TR436272,ART75741740
TR212790,ART75741740
TR346272,ART75741740
TR844211,ART75741740
TR459600,ART75741740
TR894937,ART75741740
TR819873,ART75741740
TR899240,ART75741740
TR510976,ART75741740
TR818382,ART75741740
TR772482,ART75741740
TR747538,ART75741740
TR245362,ART75741740
TR556661,ART75741740
TR716382,ART75741740
TR513688,ART75741740
TR301588,ART75741740
TR263841,ART75741740
TR329324,ART75741740
TR332748,ART75741740
TR274886,ART75741740
TR433393,ART75741740
TR540919,ART75741740
TR933909,ART75741740
TR321374,ART75741740
TR887543,ART75741740
TR178689,ART75741740
TR697838,ART75741740
TR248974,ART75741740
TR292128,ART75741740
TR983804,ART75741740
TR421131,ART75741740
TR208132,ART75741740
TR859656,ART75741740
TR599386,ART75741740
TR863562,ART75741740
TR501665,ART75741740
TR329724,ART75741740
TR514068,ART75741740
TR142400,ART75741740
TR518279,ART52272796
TR996180,ART52272796
TR395546,ART52272796
TR721669,ART52272796
TR578728,ART52272796
TR625294,ART52272796
TR861964,ART52272796
TR966887,ART52272796
TR235538,ART52272796
TR235538,ART78209349
TR967856,ART52272796
TR412488,ART52272796
TR151040,ART52272796
TR729807,ART52272796
TR468877,ART52272796
TR749625,ART52272796
TR749625,ART07127070
TR752381,ART52272796
TR535086,ART52272796
TR925952,ART52272796
TR925952,ART25707984
TR960201,ART52272796
TR652049,ART52272796
TR219874,ART52272796
TR966683,ART52272796
TR966683,ART85046033
TR519010,ART52272796
TR548126,ART52272796
TR419301,ART52272796
TR455097,ART52272796
TR539448,ART52272796
TR539448,ART25707984
TR485812,ART52272796
TR860324,ART52272796
TR599026,ART52272796
TR880884,ART52272796
TR491025,ART52272796
TR991077,ART52272796
TR991077,ART46711784
TR279791,ART52272796
TR517096,ART52272796
TR267751,ART52272796
TR263508,ART52272796
TR252498,ART52272796
TR807996,ART52272796
TR807996,ART73965015
TR727867,ART52272796
TR415787,ART52272796
TR841445,ART52272796
TR701626,ART52272796
TR355098,ART52272796
TR768941,ART52272796
TR963213,ART52272796
TR363488,ART52272796
TR604152,ART52272796
TR801011,ART52272796
TR435691,ART52272796
TR682520,ART52272796
TR517834,ART52272796
TR233861,ART52272796
TR212753,ART52272796
TR212753,ART17240256
TR508620,ART52272796
TR834246,ART52272796
TR333551,ART52272796
TR789078,ART52272796
TR781060,ART52272796
TR292480,ART52272796
TR930012,ART52272796
TR999778,ART52272796
TR682877,ART52272796
TR454967,ART52272796
TR732784,ART52272796
TR587652,ART52272796
TR950263,ART52272796
TR219490,ART52272796
TR379950,ART52272796
TR273712,ART52272796
TR238511,ART52272796
TR879709,ART52272796
TR732563,ART52272796
TR266859,ART52272796
TR304841,ART52272796
TR540972,ART52272796
TR296139,ART52272796
TR322321,ART52272796
TR408802,ART52272796
TR621119,ART52272796
TR316942,ART52272796
TR716382,ART52272796
TR549036,ART52272796
TR784203,ART52272796
TR613224,ART52272796
TR975356,ART52272796
TR975801,ART52272796
TR321464,ART52272796
TR149394,ART52272796
TR749499,ART52272796
TR181555,ART52272796
TR188431,ART52272796
TR406699,ART52272796
TR657929,ART52272796
TR465077,ART52272796
TR193746,ART52272796
TR796688,ART52272796
TR305204,ART52272796
TR241630,ART52272796
TR525507,ART52272796
TR664736,ART52272796
TR106804,ART52272796
TR699575,ART52272796
TR136575,ART52272796
TR832044,ART52272796
TR297767,ART52272796
TR882212,ART52272796
TR742153,ART52272796
TR585659,ART52272796
TR771139,ART52272796
TR683909,ART52272796
TR447083,ART52272796
TR138637,ART52272796
TR308085,ART52272796
TR596538,ART52272796
TR303101,ART52272796
TR128819,ART52272796
TR943681,ART52272796
TR590881,ART52272796
TR586983,ART52272796
TR865520,ART52272796
TR254090,ART52272796
TR658102,ART52272796
TR895238,ART52272796
TR920497,ART52272796
TR936960,ART52272796
TR167355,ART52272796
TR260929,ART52272796
TR508800,ART52272796
TR584738,ART52272796
TR706885,ART52272796
TR932816,ART52272796
TR810076,ART52272796
TR529741,ART52272796
TR941819,ART52272796
TR416509,ART52272796
TR347592,ART52272796
TR237970,ART52272796
TR233383,ART52272796
TR757999,ART52272796
TR321383,ART52272796
TR410952,ART52272796
TR362904,ART52272796
TR968335,ART52272796
TR219707,ART52272796
TR125935,ART52272796
TR731604,ART52272796
TR887843,ART52272796
TR_408376,ART31005348
TR_519170,ART31005348
TR_771768,ART31005348
TR_881302,ART31005348
TR_122537,ART31005348
TR_754398,ART31005348
TR_503941,ART31005348
TR_705072,ART31005348
TR_423656,ART31005348
TR_255439,ART31005348
TR_197468,ART31005348
TR_178115,ART31005348
TR_123558,ART31005348
TR_120588,ART31005348
TR_670088,ART31005348
TR_813952,ART31005348
TR_693169,ART31005348
TR_985675,ART31005348
TR_223826,ART31005348
TR_348044,ART31005348
TR_947566,ART31005348
TR_577946,ART31005348
TR_216004,ART31005348
TR_847605,ART31005348
TR_537310,ART31005348
TR_363278,ART31005348
TR_649772,ART31005348
TR_688414,ART31005348
TR_955925,ART31005348
TR_670292,ART31005348
TR_268445,ART31005348
TR_465192,ART31005348
TR_669006,ART31005348
TR_891224,ART31005348
TR_379799,ART31005348
TR_555224,ART31005348
TR_530978,ART31005348
TR_529965,ART31005348
TR_832454,ART31005348
TR_669336,ART31005348
TR_707154,ART31005348
TR_593750,ART31005348
TR_209885,ART31005348
TR_857820,ART31005348
TR_451898,ART31005348
TR_714723,ART31005348
TR_810654,ART31005348
TR_178795,ART31005348
TR_418296,ART31005348
TR_563139,ART31005348
TR_521479,ART31005348
TR_158645,ART31005348
TR_504327,ART31005348
TR_251708,ART31005348
TR_672575,ART31005348
TR_799732,ART31005348
TR_916832,ART31005348
TR_751449,ART31005348
TR_265640,ART31005348
TR_906700,ART31005348
TR_391190,ART31005348
TR_306993,ART31005348
TR_476491,ART31005348
TR_532342,ART31005348
TR_674616,ART31005348
TR_973011,ART31005348
TR_821623,ART31005348
TR_439025,ART31005348
TR_648713,ART31005348
TR_440518,ART31005348
TR_502103,ART31005348
TR_912356,ART31005348
TR_388067,ART31005348
TR891491,ART85780419
TR652606,ART85780419
TR957836,ART85780419
TR807542,ART85780419
TR807542,ART87497821
TR418134,ART85780419
TR633898,ART85780419
TR557745,ART85780419
TR410035,ART85780419
TR945379,ART85780419
TR945379,ART70825116
TR902095,ART85780419
TR932430,ART85780419
TR867441,ART85780419
TR995294,ART85780419
TR677007,ART85780419
TR677007,ART39344115
TR319877,ART85780419
TR776706,ART85780419
TR174614,ART85780419
TR885147,ART85780419
TR439556,ART85780419
TR712897,ART85780419
TR712897,ART83125571
TR921757,ART85780419
TR921757,ART89596800
TR956741,ART85780419
TR462294,ART85780419
TR154838,ART85780419
TR542712,ART85780419
TR464818,ART85780419
TR464818,ART89596800
TR464818,ART87497821
TR165458,ART85780419
TR267026,ART85780419
TR267026,ART87497821
TR127507,ART85780419
TR399960,ART85780419
TR750334,ART85780419
TR618308,ART85780419
TR886247,ART85780419
TR324618,ART85780419
TR172785,ART85780419
TR172785,ART64850829
TR984393,ART85780419
TR196938,ART85780419
TR505182,ART85780419
TR279448,ART85780419
TR279448,ART76284946
TR847682,ART85780419
TR962625,ART85780419
TR962625,ART83125571
TR494325,ART85780419
TR757765,ART85780419
TR757765,ART63613967
TR574159,ART85780419
TR994297,ART85780419
TR119234,ART85780419
TR506031,ART85780419
TR472221,ART85780419
TR958425,ART85780419
TR240632,ART85780419
TR516171,ART85780419
TR968793,ART85780419
TR428708,ART85780419
TR264558,ART85780419
TR615866,ART85780419
TR948209,ART85780419
TR679460,ART85780419
TR370418,ART85780419
TR433251,ART85780419
TR662585,ART85780419
TR639941,ART85780419
TR639941,ART02733420
TR282839,ART85780419
TR426670,ART85780419
TR613429,ART85780419
TR613429,ART85046033
TR613429,ART40433104
TR229688,ART85780419
TR403260,ART85780419
TR740057,ART85780419
TR852886,ART85780419
TR895573,ART85780419
TR771985,ART85780419
TR247701,ART85780419
TR564128,ART85780419
TR601891,ART85780419
TR755939,ART85780419
TR755939,ART87162895
TR187689,ART85780419
TR529418,ART85780419
TR529418,ART48622722
TR467301,ART85780419
TR170159,ART85780419
TR782237,ART85780419
TR624183,ART85780419
TR591541,ART85780419
TR591541,ART70825116
TR487165,ART85780419
TR487165,ART51721248
TR808057,ART85780419
TR492233,ART85780419
TR837117,ART85780419
TR296505,ART85780419
TR296505,ART89596800
TR820391,ART85780419
TR964632,ART85780419
TR964632,ART39344115
TR159831,ART85780419
TR118137,ART85780419
TR549816,ART85780419
TR549816,ART57242110
TR283843,ART85780419
TR901690,ART85780419
TR485934,ART85780419
TR463662,ART85780419
TR431505,ART85780419
TR297746,ART85780419
TR915680,ART85780419
TR227853,ART85780419
TR608524,ART85780419
TR608524,ART89596800
TR295256,ART85780419
TR123739,ART85780419
TR346766,ART85780419
TR352702,ART85780419
TR993789,ART85780419
TR973458,ART85780419
TR334822,ART85780419
TR285713,ART85780419
TR518220,ART85780419
TR754784,ART85780419
TR964895,ART85780419
TR968549,ART85780419
TR424996,ART85780419
TR159341,ART85780419
TR314992,ART85780419
TR437427,ART85780419
TR220057,ART85780419
TR589284,ART85780419
TR409308,ART85780419
TR935050,ART85780419
TR270583,ART85780419
TR402326,ART85780419
TR695735,ART85780419
TR637591,ART85780419
TR412627,ART85780419
TR280089,ART85780419
TR905411,ART85780419
TR646929,ART85780419
TR700155,ART85780419
TR104869,ART85780419
TR573032,ART85780419
TR864005,ART85780419
TR423455,ART85780419
TR442170,ART85780419
TR731836,ART85780419
TR592461,ART27304446
TR793611,ART27304446
TR542769,ART27304446
TR909373,ART27304446
TR766443,ART27304446
TR234801,ART27304446
TR615053,ART27304446
TR384230,ART27304446
TR603257,ART27304446
TR685898,ART27304446
TR978628,ART27304446
TR167552,ART27304446
TR813819,ART27304446
TR534364,ART27304446
TR194395,ART27304446
TR161342,ART27304446
TR461697,ART27304446
TR350177,ART27304446
TR481633,ART27304446
TR161146,ART27304446
TR264144,ART27304446
TR925883,ART27304446
TR632441,ART27304446
TR401536,ART27304446
TR708413,ART27304446
TR919280,ART27304446
TR349974,ART27304446
TR845320,ART27304446
TR920735,ART27304446
TR344823,ART27304446
TR935155,ART27304446
TR278661,ART27304446
TR366613,ART27304446
TR948872,ART27304446
TR999510,ART27304446
TR138450,ART27304446
TR713293,ART27304446
TR885079,ART27304446
TR258741,ART27304446
TR389612,ART27304446
TR968771,ART27304446
TR133264,ART27304446
TR139837,ART27304446
TR741689,ART27304446
TR881498,ART27304446
TR928874,ART27304446
TR451278,ART27304446
TR605147,ART27304446
TR776757,ART27304446
TR591276,ART27304446
TR302064,ART27304446
TR199399,ART27304446
TR199607,ART27304446
TR686987,ART27304446
TR786191,ART27304446
TR852292,ART27304446
TR690498,ART27304446
TR286357,ART27304446
TR784642,ART27304446
TR186262,ART27304446
TR414991,ART27304446
TR421597,ART27304446
TR263743,ART27304446
TR194905,ART27304446
TR419372,ART27304446
TR464305,ART27304446
TR421407,ART27304446
TR663292,ART27304446
TR440781,ART27304446
TR714054,ART27304446
TR484330,ART27304446
TR820999,ART27304446
TR998750,ART27304446
TR427135,ART27304446
TR901362,ART27304446
TR286241,ART27304446
TR149633,ART27304446
TR155833,ART27304446
TR943852,ART27304446
TR344428,ART27304446
TR226234,ART27304446
TR500763,ART27304446
TR131073,ART27304446
TR884772,ART27304446
TR471517,ART27304446
TR720803,ART27304446
TR245143,ART27304446
TR364767,ART27304446
TR863095,ART27304446
TR125685,ART27304446
TR543715,ART27304446
TR321576,ART27304446
TR784888,ART27304446
TR907890,ART27304446
TR434556,ART27304446
TR767464,ART27304446
TR439748,ART27304446
TR421563,ART27304446
TR201199,ART27304446
TR748876,ART27304446
TR895238,ART27304446
TR256472,ART27304446
TR481303,ART27304446
TR495889,ART27304446
TR712240,ART27304446
TR445597,ART27304446
TR411420,ART27304446
TR671266,ART27304446
TR444637,ART27304446
TR891424,ART27304446
TR990298,ART27304446
TR516738,ART27304446
TR124722,ART27304446
TR280717,ART27304446
TR591782,ART27304446
TR846770,ART27304446
TR239282,ART27304446
TR754298,ART27304446
TR780423,ART27304446
TR947220,ART27304446
TR371302,ART27304446
TR400318,ART27304446
TR263488,ART27304446
TR164597,ART27304446
TR347366,ART27304446
TR294890,ART27304446
TR443420,ART27304446
TR854892,ART27304446
TR561447,ART27304446
TR738768,ART27304446
TR221903,ART27304446
TR926703,ART27304446
TR498945,ART27304446
TR713703,ART27304446
TR203277,ART27304446
TR776930,ART27304446
TR976696,ART27304446
TR654101,ART27304446
TR380082,ART27304446
TR242206,ART27304446
TR774220,ART27304446
TR961238,ART27304446
TR207328,ART27304446
TR545712,ART27304446
TR464487,ART27304446
TR697782,ART27304446
TR283197,ART27304446
TR553352,ART27304446
TR591274,ART27304446
TR358197,ART27304446
TR921640,ART27304446
TR427789,ART27304446
TR365418,ART27304446
TR190457,ART27304446
TR974148,ART27304446
TR102995,ART27304446
TR895109,ART27304446
TR280133,ART27304446
TR716447,ART27304446
TR476447,ART27304446
TR167438,ART27304446
TR546105,ART27304446
TR975852,ART27304446
TR702285,ART27304446
TR638271,ART27304446
TR120534,ART27304446
TR592445,ART27304446
TR202843,ART27304446
TR355103,ART27304446
TR363086,ART27304446
TR989203,ART27304446
TR952319,ART27304446
TR748412,ART27304446
TR780819,ART27304446
TR317469,ART27304446
TR732197,ART27304446
TR123914,ART27304446
TR948350,ART27304446
TR219461,ART27304446
TR550201,ART27304446
TR966156,ART57242110
TR828581,ART57242110
TR938316,ART57242110
TR804109,ART57242110
TR804109,ART87497821
TR383948,ART57242110
TR383948,ART85780419
TR667910,ART57242110
TR667910,ART39344115
TR798074,ART57242110
TR283069,ART57242110
TR216758,ART57242110
TR768689,ART57242110
TR346341,ART57242110
TR346341,ART39344115
TR346341,ART70825116
TR836284,ART57242110
TR821091,ART57242110
TR238389,ART57242110
TR238389,ART87497821
TR238389,ART87162895
TR964176,ART57242110
TR977096,ART57242110
TR865248,ART57242110
TR865248,ART85780419
TR857007,ART57242110
TR123863,ART57242110
TR123863,ART87162895
TR650387,ART57242110
TR446135,ART57242110
TR589177,ART57242110
TR817878,ART57242110
TR669679,ART57242110
TR153205,ART57242110
TR465519,ART57242110
TR678481,ART57242110
TR678481,ART87497821
TR758902,ART57242110
TR740659,ART57242110
TR737728,ART57242110
TR737728,ART70825116
TR141924,ART57242110
TR679806,ART57242110
TR936070,ART57242110
TR219491,ART57242110
TR898795,ART57242110
TR898795,ART74676403
TR416132,ART57242110
TR440186,ART57242110
TR440186,ART83125571
TR162623,ART57242110
TR914334,ART57242110
TR821541,ART57242110
TR740380,ART56320683
TR335621,ART56320683
TR335621,ART25707984
TR832136,ART56320683
TR291030,ART56320683
TR291030,ART80977821
TR291030,ART39344115
TR536955,ART56320683
TR163198,ART56320683
TR163198,ART39344115
TR532421,ART56320683
TR702768,ART56320683
TR467233,ART56320683
TR467233,ART25707984
TR530691,ART56320683
TR530691,ART78358659
TR231640,ART56320683
TR231640,ART85046033
TR652790,ART56320683
TR857525,ART56320683
TR857525,ART80977821
TR857525,ART85046033
TR356579,ART56320683
TR979765,ART56320683
TR979765,ART73965015
TR722814,ART56320683
TR254586,ART56320683
TR611393,ART56320683
TR501131,ART56320683
TR501131,ART98118784
TR113376,ART56320683
TR949321,ART56320683
TR301437,ART56320683
TR469749,ART56320683
TR235739,ART56320683
TR235739,ART78358659
TR737141,ART56320683
TR734513,ART56320683
TR255298,ART56320683
TR255298,ART48622722
TR220784,ART56320683
TR266033,ART56320683
TR638292,ART56320683
TR877170,ART56320683
TR877170,ART88423027
TR334659,ART56320683
TR248109,ART56320683
TR346346,ART56320683
TR222783,ART56320683
TR281255,ART56320683
TR695912,ART56320683
TR854452,ART56320683
TR854452,ART78358659
TR967756,ART56320683
TR967756,ART86549066
TR730658,ART56320683
TR501788,ART56320683
TR118822,ART56320683
TR791566,ART56320683
TR621203,ART56320683
TR433695,ART56320683
TR433695,ART81071062
TR433695,ART91352277
TR111777,ART56320683
TR727165,ART56320683
TR373486,ART56320683
TR373486,ART40433104
TR891225,ART56320683
TR597782,ART56320683
TR859512,ART56320683
TR859512,ART15560128
TR693927,ART56320683
TR693927,ART80977821
TR693927,ART91352277
TR845724,ART56320683
TR588721,ART56320683
TR519327,ART56320683
TR172063,ART56320683
TR933335,ART56320683
TR109530,ART56320683
TR730847,ART56320683
TR516842,ART56320683
