SongID_Original,SongTitle,DiscNumber,TrackNumber,DurationMS,Popularity,AlbumID_Original
402b9f42-f659-4c77-892c-b705de5e2c4f,"Lavorare, con lentezza",1.0,1,233872,0.0,b2afd6b3-ad5a-4530-b813-514669322ed1
f56e8c27-823e-4122-a465-6055b7427d53,Bugie,1.0,5,200235,61.0,b472397f-94fe-4a9a-a3f0-f63d78451527
000e7432-b36a-45a1-9bfc-b7aa616e1af6,Qualcosa di Diverso,1.0,9,349560,62.0,ddf6b687-511a-4a71-b0bf-7a9a32ea9c79
7273e291-83da-4e18-bf90-d1379741525c,Che flash,1.0,6,246986,8.0,
2f419a2e-deb0-428f-a501-54aee5241f9f,Fattore Inatteso,1.0,10,171520,7.0,
22c46e88-f4c0-4796-9c7f-6dc912d82e20,Il Regno È Qui,1.0,5,203093,27.0,29e36138-9ecc-48a3-b965-55a89afbdd88
4cb0b8f1-b68c-4499-b531-5b4ad8ea1f1c,La Gente Non Lo Sa,1.0,2,228613,9.0,
84355ec9-566c-420a-8759-05e7a28970eb,Qualcosa Cambierà pt. III,1.0,2,228287,65.0,b678556d-a27d-4b8e-8909-2875bbd1590a
c3aeb743-c0db-47d1-abfe-9b483952164a,Inguaribile e romantico (feat. Malika Ayane),1.0,1,196331,25.0,
595ca5ed-9183-4ce9-b3d3-c82da4338326,PATTO COL DIAVOLO,1.0,2,284093,21.0,
82cf5854-f075-457c-a2fe-28e73cb83e57,Solo Per Me,1.0,2,213453,6.0,39f92a8f-c742-4af5-bd31-f4f2ab9575b1
ee2bd898-1767-4161-bbed-04295fbb0100,Va Così,1.0,16,202500,6.0,e77d65e9-74ae-492c-aa21-fae8dafd24f2
53761a35-8792-4751-a26e-13a491789619,Sig. Rossi,1.0,19,330276,23.0,466b5e82-385c-4b1d-b339-af4dbb44b79a
e70a5b38-5807-49e1-a2a4-9784deac0696,Qualcosa Cambierà pt. ll,1.0,2,228287,65.0,
18d00cb9-38f3-410c-8ba8-2ab293d6f120,Fate finta che Scienz non ci sia più,1.0,10,180137,75.0,
453f5ed2-de44-4bf9-abb1-145405fc466d,Quando ascolto i dischi,1.0,1,225400,36.0,a0c39c40-9689-4ca8-ab84-9628addb53bd
3a00396e-bc7d-4f91-8c1b-2d6ffc9a07a5,Qualcosa Cambierà Pt. l,1.0,1,241477,2.0,4aa0dd5c-7244-465a-8e15-26b27e099113
b2355426-be9c-4345-99fb-b41c218984c3,Se non lo sai,1.0,12,283853,28.0,d2117c67-c389-479f-816d-1a16c66405bd
34e5f741-bb4f-44b2-863b-82b97ab0b80c,Mass Hysteria,1.0,4,266106,0.0,e55902f0-323b-4d12-a21b-027f2fc80ddc
abfca251-7931-41c0-bdcb-2639111f3145,Ufficio Immaginazione,1.0,6,213506,54.0,
2bf20c6f-b79b-4da4-9ad1-6cf8a233ca1f,È il momento,1.0,3,276720,21.0,2277c949-870c-4106-bda9-195059bf8584
1e046c6a-af3d-4b9e-9d84-f461afb6b512,Paolo Odia Le Donne,1.0,1,190464,34.0,
74810d9e-db8c-4c6b-b2d5-6e65910d224a,Correre Via,1.0,7,182769,66.0,36d0d33c-6270-4a24-85dc-91eab90b1215
1b97f5f1-2196-4547-bee5-267516779315,Sulle Batterie 3,1.0,3,276720,21.0,
cd64fe33-1dd8-4252-a6d7-41f77a569cb0,LA FINE,1.0,15,226720,15.0,
64181955-3e27-4ec9-bca0-95485afe3c4b,Chiamiamolo Intro,1.0,8,170904,54.0,bcebe23b-d719-4a51-a997-c2e91ccdf834
8e45b8a0-1dc1-45f0-b98b-7ac0ad314445,LUNGO IL TUNNEL,1.0,8,206586,18.0,
0d6ca722-7501-4ad3-87cf-bc4b0a117666,Intro [Strumentale],1.0,3,130666,3.0,a3cf6441-67d9-42b8-b393-ca4bdc45e502
af6ca15b-d725-412c-8b62-dccd067457bf,Lavoro Sporco,1.0,4,204181,68.0,
788f40b5-beab-4b3e-a201-8f7ee521d132,Un Altro Ticket,1.0,6,226906,82.0,
c1986bfd-8939-4f13-9909-ff59dee997bd,Ups & Downs,1.0,6,211760,75.0,0b8be13d-e3fd-4a23-826d-6a57c619cd18
864025bd-ed07-40c9-b30f-ca0832e8f966,Outro (Qualcosa Cambierà Mixtape),1.0,9,118810,1.0,01967e75-bc00-42ec-890a-461001f82635
ee957bb1-5149-4450-9297-8e6fbe518f63,mi presento,1.0,3,119813,9.0,
acf564b3-0972-4d62-8523-ab1b2e156666,un attimo prima,1.0,4,306720,9.0,
52d8d048-f701-45f2-a448-db757d45d166,intro,1.0,1,123066,10.0,
e1ea3dd4-ffaf-4129-8b48-15923c994b1f,salute mentale,1.0,7,116733,7.0,
54a73f2a-23b2-431c-87cd-0703c207d41a,aspettative,1.0,25,351026,6.0,
98ea107c-f119-44d7-a076-7f41a93554e9,viaggio nei sentimenti,1.0,14,160253,6.0,
669a2575-40e5-4219-a2a0-01195d244fc4,testacoda,1.0,17,282160,6.0,
d2e60057-e38a-42ba-b5ca-503f34893190,l’amore rende ciechi,1.0,24,280093,5.0,
ff2340e9-f2e5-44ad-b065-de3ef82c2fab,cragk,1.0,5,314600,8.0,
d587c370-d34c-4e6e-aca0-21f7323341ae,ciro,1.0,16,269546,6.0,
3e12716b-096c-435d-8630-baa9f42f921a,"...run, pippa, run!",1.0,20,204573,5.0,
770bf2bb-37b8-4afd-99f6-a0428edbb085,tonino,1.0,11,94586,6.0,
26df9499-718f-4768-930c-4310ba76d165,quarant’anni,1.0,9,92560,7.0,
f165c36c-18a7-402b-8f2e-125319c6c899,aa meeting,1.0,6,305226,7.0,
7d94ccde-17af-4af5-a816-50a1ceb93a36,londra,1.0,19,181480,5.0,
f6d4c943-68aa-42ce-9732-670aaff1b0eb,salviamo i panda,1.0,10,209333,7.0,
25623eb6-a657-4dbb-b554-bfcc12c3d223,ny,1.0,18,225613,5.0,
b4c38fb7-0b57-46fe-814c-c052fb277ba0,fan club,1.0,22,261133,6.0,
3cd03334-e31f-4b42-ba15-d4b669dd74ed,giulia vegan warrior,1.0,12,133440,7.0,
861b5193-581e-4c0d-8df8-69225b955da5,prima non era così,1.0,23,187986,5.0,
857fe77d-c5cf-4ad7-b7e7-10b8bd304606,cena vegana con delitto,1.0,13,300960,6.0,
5f874b84-755c-4daa-b900-a059730e4892,Gente che spera,1.0,7,248546,55.0,780cd26c-cc9f-4414-9049-4dc3e60f34fd
9e5a1c48-f8b0-4154-b1bf-7fd15576ceae,SCUSI MAESTRA,1.0,4,176200,43.0,80d14180-1db6-4335-a3c9-9a46dd690cc1
089d897c-627f-490f-967c-9b9c34369659,Maria Maria,1.0,9,260600,43.0,31dd2348-6bf9-43e6-854c-c8096c52417d
2131154d-8d76-4416-92ae-19d7b1b516fb,Tocca Qui,1.0,8,261839,37.0,f1a0f820-b9e9-4c40-b74e-dd303264c813
792984eb-c3a5-4c00-af8f-7c4ba20852a7,Domani smetto,1.0,1,157640,55.0,
ec8bedf8-a5b2-4dbe-a65c-5433a6f21569,Spirale ovale,1.0,2,232186,53.0,
445aa2a8-5d85-4976-a25b-198068685dc4,Domani,1.0,1,157640,55.0,
40a14d68-ea13-4851-805a-95417a39c8eb,L’Italiano medio,1.0,3,195840,50.0,3a804d83-b7cf-4ddf-ac69-3ea3a994b88b
250883cb-feba-447b-b2ae-c110cbd0ac56,Noi no,1.0,13,297600,38.0,
028065fe-ca61-444a-85b7-643bc694aeca,La mia ragazza mena,1.0,3,195840,50.0,
be015436-fdf8-4f77-b739-d41bcd6f09ba,Tranqi Funky,1.0,3,203026,54.0,7e75f36f-51d3-41be-ac37-dff4b1e5c6b1
f0a5617e-0540-4dae-afcd-df7f8f44ef8b,Due su due,1.0,10,279653,40.0,
efdd0b11-893a-4fee-a7f5-a76660cdcdfb,PEYOTE,1.0,2,178060,51.0,
f2c2b135-6090-4f6f-8cc5-a13808e5cc25,Non è un film,1.0,11,251400,45.0,
930e4bb0-ddd1-4d93-ac5a-3d4d8834053f,Il funkytarro,1.0,17,290093,43.0,
cfea477e-2229-4cc1-bff5-1d4fa4f06d89,ELITE,1.0,11,154800,20.0,
956fbd82-898b-420c-b717-c24f3967425b,2030,1.0,4,285000,38.0,
a523577c-ed15-4407-bef9-5c638215f5a0,Non C’è Rimedio,1.0,7,299573,26.0,
ffb776df-1600-431d-b900-4b0edc85b97d,UN BEL VIAGGIO,1.0,1,218395,42.0,ef94bcc9-0971-4a7b-84a0-5f6ce2c02999
a87a694a-9c2f-4d87-8e80-993d033d7b8f,Milano Milano,1.0,8,197480,27.0,
9e43e427-9545-442c-8c96-23dd761d6c30,A pugni col mondo,1.0,7,237520,38.0,
6e37377b-f34e-4c7c-b54a-cedffc62f46b,Fuck You,1.0,4,253000,44.0,
ace99ee8-5e15-4d91-b058-5559cba1d099,Senza dubbio,1.0,5,267386,46.0,
29698c87-f331-4880-bc9f-65ffba0f10f6,Voglio una lurida,1.0,14,242000,38.0,
ef892ed0-f772-47a8-80d7-f80ee32c4014,L’impresa Eccezionale,1.0,15,284240,35.0,
d17512b6-8785-4cb8-b9b2-0b21f80e8348,NON FINISCE MAI (LA SCUOLA),1.0,6,183533,35.0,
633cf8a0-088d-432b-bf44-8cf89a30cb85,La fidanzata,1.0,3,233240,40.0,71043dd3-05b1-4de2-96df-0c5485bd03e9
467dc64f-4d3c-47a5-b118-929f730e4973,Così E Cosà,1.0,11,256359,36.0,
8e798d4d-fafd-4f06-81c9-8bcfabc23410,Sputate al re,1.0,14,200254,30.0,
6e4621c1-a772-46df-ab04-d603d1c08240,Nato Per Rappare,1.0,12,288333,15.0,
1c266828-f732-4919-90fb-548c3b0a4927,Cara mia ex,1.0,12,252360,32.0,
5eaf68f2-3cbb-4874-9a72-512b69ad4a2b,SoldiSoldiSoldi,1.0,3,296560,27.0,
1b47e977-4ced-42d2-863d-44578b2597cd,Un’altra Cosa Che Ho Perso,1.0,16,228533,34.0,
a87ee54d-c9cd-4858-869e-82f0f1657228,INTRO (SPETTIVI),1.0,1,154960,24.0,
ba7e985e-f8fe-4b1d-b3bf-ee8d1e345d36,Così Com’è,1.0,3,203026,54.0,
105af254-627a-4d65-ba2e-c3618cf882b2,I consigli di un pirla,1.0,9,214848,42.0,
8fc0c89c-6550-400b-ad1e-e9ca1a93cc32,COME GODO,1.0,3,132986,26.0,
051d20b8-ee0b-4b2f-a00e-c59363ca0115,Solo Per Te,1.0,9,366666,23.0,
db759d8e-a84c-4de6-b785-47bcd06033dd,VAFFANC*LO PAPÀ,1.0,12,160866,23.0,
27c836ca-56a4-48ae-ba23-1d5180f343be,Aria,1.0,14,235666,32.0,
2e7437ea-8b11-45dc-904e-673f8a4149fc,L’ultima bomba in città,1.0,9,210786,36.0,
94b90de2-c92e-4ae9-99e3-264180617580,CLASSICO,1.0,1,165142,35.0,9cb8ac36-85d8-4925-a593-c3a84cface19
a55a1e56-f17c-494c-bf1c-aa13b34771b9,Gigugin,1.0,8,257533,28.0,
2b76546c-24d5-4e62-8948-90b2e3cef502,Fatti Un Giro,1.0,9,222333,25.0,
8dbcdfb6-6b83-4684-a977-4b5ffbd199ab,BLAH! (x5),1.0,1,175322,28.0,db045e1d-c9a4-44e4-ab6f-09c40061226d
8dfb2323-01ac-410e-b444-a7cac31ccfbd,NEL DRINK,1.0,9,147280,27.0,
6ad1fa94-2a7e-479a-af2e-a0d3d7a95f5c,LIBERTARIO SURF,1.0,10,183120,21.0,
b0f0e7e4-4b25-4368-8948-e0d6a6e3743d,Sono l’M.C.,1.0,16,297933,21.0,
43da7c3f-aff0-4c4a-9a1c-f683cc8cb51a,La rinascita,1.0,2,334160,22.0,
6bbddb23-b0a6-4da5-9129-6d3aef417731,Strada Di Città,1.0,3,336666,20.0,219e9fc7-93e6-4538-9171-f063af4b7dae
4a176fe6-02a6-42a7-8219-c64c49658701,Guapa loca,1.0,7,335373,34.0,
932001af-6bf0-4da4-a1ae-f631214e0ea1,Senza regole,1.0,4,247706,34.0,
96b27e3d-83d0-4545-9cb3-23c8ec5810fa,Bestie mutanti,1.0,2,222066,31.0,
5227043c-a6be-4fb3-b9ec-8dc2d556ccf9,LA FIERA DEL CRINGE,1.0,13,164186,37.0,
dadc7546-41e3-4de5-a0ed-27dfef9044bb,Ti Sto Parlando,1.0,6,279000,18.0,
7e96c04a-f45e-41eb-9e4e-603571e25cf4,Il mio consiglio,1.0,8,344333,29.0,
23c4ff40-288a-484b-9943-ea85eda67186,Volume,1.0,1,275306,40.0,99b4227c-02da-4a45-8f10-5676fd38736a
547b8873-717c-4f64-ae7c-5a7bf23c2e8d,CONTRABBANDO,1.0,5,164920,28.0,
d682af02-b39f-4dbd-acfa-3ab1074795b0,Io zak e la tromba,1.0,12,227000,22.0,
5424e834-0723-4a3e-931f-13f9afe728bd,Fotti La Censura,1.0,3,277066,17.0,
3c318ab5-9af9-49ee-bbeb-e55d819127f0,Mollami,1.0,20,237626,13.0,
5b2a7885-1eef-4925-8eee-8ca88e5d0ae3,Un Urlo,1.0,2,230933,26.0,
b6003730-19f2-4d42-aaf9-ce473dbad929,Così mi tieni,1.0,16,426133,14.0,
e70bc1f9-7e36-4e32-bd81-8529f70c2a2a,Pere,1.0,5,184413,34.0,
ffc996d0-2d58-4ea8-9ad0-b22871f4fc8a,Nessuno,1.0,3,233240,40.0,
950e15e5-f350-4997-b7ed-d81b35f862b0,CHI SE NE FREGA DI NOI,1.0,7,163066,22.0,
f71409f6-31a0-4927-805a-a9bb6b31fe27,Cattivo gusto,1.0,9,300560,18.0,
2bb73211-8852-47d2-bb3a-759f58f7bd96,Come una pietra scalciata,1.0,17,250666,27.0,
87d6802e-0e9c-4818-a2e8-f3fa79e7cd5d,Tu mi fai cantare,1.0,6,260733,33.0,
dd7b7175-15bd-4d78-9b66-4816b5b3fe8a,Una Per I Miei Fratelli,1.0,22,285000,12.0,
05de165a-abe5-4942-a701-50719ec30680,Pifferaio Magico,1.0,11,313333,28.0,
7a483b74-079f-4a52-9da8-266fca1414ed,L’altra metà,1.0,12,281866,33.0,
1e280743-f85f-4b8e-9893-8b3a5d209112,Buon sangue non mente,1.0,4,243360,22.0,
aa94969e-92d8-401c-8fc6-258a018b0860,Perché sì!,1.0,4,247706,34.0,
f863109c-32ae-4b4f-83b3-e71bed8dab6d,Nato Sbagliato,1.0,1,222613,32.0,187bb520-afe7-4c2f-b268-faef298baf38
d5bad251-1af5-4fb4-a89c-6be23459bc62,Questo È Il Nostro Stile,1.0,10,294333,12.0,
96728547-7690-4127-8f8d-530acef8f7ae,La canzone del dito,1.0,4,194120,34.0,
2d08bf5a-847d-4351-95ea-07df065e4218,CONTADINO,1.0,16,199773,21.0,
d7715afa-e9eb-4d15-866f-a5207af153b7,Passa il funk,1.0,6,314466,21.0,
d78e7178-e7f0-459f-aaca-ecb779ad20d0,Latin Lover,1.0,13,253800,25.0,
262b45ff-b1ee-4526-ac30-8de9c8df28ed,Adriano Vacci Piano,1.0,5,286000,15.0,
ed42f82a-0d30-4702-8388-5cd089472c93,Dall’altra parte della strada,1.0,9,247200,18.0,
c6f63aec-d731-4e1e-bc7f-2bc2dbd3d8e7,Non so cos’è,1.0,5,222466,18.0,
d811dddf-720e-4de2-8371-1ee35cb70b21,UNA COSA BENE,1.0,18,170056,38.0,
60bfa4d5-b000-47b9-b614-c705950014ea,Messa di Vespiri,1.0,9,260600,43.0,
dd5500cd-e50e-4365-bc1c-345f093b961e,Vai bello,1.0,12,208800,20.0,
89cd4801-94b7-4bb3-aa04-02326cc5e357,Commodore 64 vs PC,1.0,16,156014,25.0,
76574816-61d9-40d0-8a96-49235f74eae9,NON HO VOGLIA (DISCO PARTY),1.0,8,168026,21.0,
2e8a52b3-08bc-4733-b98f-2d5921b404e5,Strada di città 2000,1.0,3,336666,20.0,
7626741c-c981-4586-ab27-ae9595ad04fe,RARRA,1.0,14,153640,16.0,
e4a32c8a-a615-4e39-8297-dd75ed576a0a,È Natale (ma io non ci sto dentro),1.0,2,263000,15.0,
e2c36fd4-206c-48d8-b5d1-a588157565af,Con Le Buone,1.0,14,289560,25.0,
a50ddf81-7f21-4b3f-82a3-7d695f75413f,IO MI ROMPO,1.0,1,180271,21.0,03c7d54c-2c4d-4c83-a003-278e57854e63
19d87bae-bfec-4920-90a7-2fc8a2ef77c8,Barbecue,1.0,2,182000,28.0,
632a139a-852f-48f9-a06d-2b864a58ed9f,Sono Fuori,1.0,18,241506,23.0,
a69e507d-e270-4450-a169-f5b1b5372323,144/0031,1.0,13,143000,12.0,
43d7c79a-8a6c-4597-adfb-f40919317a76,Venerdì,1.0,10,278426,28.0,
1e4e561c-e0a2-4ddd-8529-b53a2c4d9ac4,FILOSOFIA DEL FUCK-OFF,1.0,1,180271,21.0,
a413c418-2369-4770-8ad7-1d8e954cf566,Ouh!,1.0,15,226466,16.0,
9cd8bcc1-a175-49d7-be0e-e30de5d6efd5,Luna park mentale,1.0,13,242600,22.0,
444a15a0-5abd-46fa-93fc-b06a812e2929,Sulla stessa corsia,1.0,18,279960,13.0,
24d649a5-72fa-48c9-8e4e-cd43fd4a78a8,Legge Del Taglione,1.0,5,223666,14.0,
00af4ab1-70ff-4de0-ba98-89ff51b52cdc,1972,1.0,10,173348,27.0,
9bab7dff-a50d-46d2-9216-5097c5de7196,La bocca della verità,1.0,17,50573,10.0,
30d59e24-b606-4eb8-ab26-7a8cf9e979e7,Come uno su mille,1.0,15,250266,17.0,
ff8e068f-8758-476a-ab32-864ea828d7d7,Fino in fondo,1.0,16,250266,20.0,
ba07a37d-4ac5-4c81-ba4f-bffcecea5ab2,Il mondo dove vivo,1.0,18,229493,14.0,
c291e83a-b030-4178-9a38-401514a31127,Cavalieri senza Re,1.0,12,231973,21.0,9f5781da-2b55-4e9f-bec2-cbf452cf1c0a
a1d435ad-d70f-415b-a5b0-de3eaa2179d2,La finestra,1.0,15,339800,22.0,
21bc9eee-e6b6-4efe-bccc-5e219bc41765,Caravita,1.0,8,180493,27.0,
70fde16b-18c3-4e23-a262-8df6b59164e2,Ti Tiro Scemo,1.0,5,286000,15.0,
1f09cfb0-372b-4898-9a55-6d21774f7c6c,Il Mio Fuoco,1.0,11,233666,14.0,
9edb1609-e8c7-489a-aeba-28703f5a3295,Non c’è sveglia,1.0,16,188306,26.0,
a881f00a-4589-4d07-af0c-42488136c550,Fatti In Là,1.0,10,204000,20.0,
d4b4ba18-8a20-4526-893e-7cc43f6582a7,Tocca A Me,1.0,12,259640,22.0,
9e1f05c3-7fff-4698-b422-96a5a348f3f6,La Ballata Di Johnny Cannuccia,1.0,3,233240,40.0,
ed16074d-be03-4dbd-9de2-f59b477f1eb4,Manate,1.0,11,121986,26.0,
c272efb0-33cf-439d-91d8-7567a698dd73,Mr. Gilet Di Pelle,1.0,3,275666,18.0,
0eb58ab2-82a4-4ead-8c51-011fb92b2f22,D.J. Jad,1.0,7,311493,11.0,
1f15c225-e140-43ee-95ec-15f72b5f4964,The Banana Splits,1.0,14,115026,19.0,
62f4c324-9ae7-41bb-a9ec-c67cd89ba87a,Donna facile,1.0,5,236626,16.0,
4c07a91e-83d5-457d-a409-c8afdff74887,Stella sola,1.0,14,307666,14.0,
d278120b-cc38-4860-9ab3-018d9efd32d2,Intro,1.0,1,154960,24.0,
2b721a4a-e59d-4227-82af-6247570e46a0,La nuova stella del pop (numero 1 in Italia),1.0,6,219858,25.0,
c14b48b8-5e24-48ab-868b-ffc8002e10fe,Cantico Errante Di Due D.J. Notturni,1.0,4,169333,12.0,
e438f27b-2931-4b3d-bff0-2ab032237a3d,Posso Entrare?,1.0,1,102826,11.0,
2b7cc604-fd45-4565-8588-666ad844532a,Il motivo,1.0,12,290293,14.0,
0d0e2d62-ef07-466a-9595-2315dec57290,Prima qualità,1.0,1,116826,20.0,
18a12681-a65d-476f-a573-52833386d975,Davanti alla tv,1.0,6,221000,15.0,
c5b1ed3a-b57e-4c48-865f-68b75aae0d6a,Il parto,1.0,1,40240,10.0,
28a1228e-0afb-4c63-88a8-3d8bfb17ecfa,Lega... L...,1.0,15,284240,13.0,9eeedf2c-abe8-48de-b369-a867de0a0676
f5352725-56d3-41b0-b1e3-8f959236a59a,Capodanno Danno,1.0,2,221106,4.0,9cbfba9e-7652-4c08-98de-a70a685447a9
f5840411-cf94-4fd0-b2b7-2bdf1bb439a5,Se ti muovi,1.0,11,262306,15.0,
bc21b3a8-e04a-4262-b571-a37375ed09c4,Andiamo A Lavorare,1.0,15,100800,10.0,
74faf5b5-41ba-4c32-ba22-beb45cab4ff0,Libero Stile Uno,1.0,7,71333,12.0,
2d9cb088-fd51-4cc4-8b6e-0e5d7b59be7a,Così e cosà (RMX ’97),1.0,1,280600,3.0,132a65cd-df7e-4230-b733-f0032cdec232
6e28241b-4264-40f6-950b-4644789b4cff,Per Sabino,1.0,8,76106,12.0,
7f8f7440-0a00-47c8-97c3-03c83568f9b4,Da Un Nastro,1.0,1,36840,19.0,
e94315e4-e36a-4292-a1af-fb7fe5412fff,La frase,1.0,11,118133,11.0,
2ed0751f-7645-420b-af22-f74533c736c5,Scacco matto,1.0,13,51933,12.0,
ac88f377-3a95-4e67-b50c-0b2d1fa42ec7,Lasciami Fare,1.0,19,71333,9.0,
9e0625b1-134d-45f4-8a40-68f04c626a6f,Libero Stile Due,1.0,21,74373,11.0,
4a1058d3-2f8c-4d7a-a6e8-6b51b880ef8c,Non Ce La Fai,1.0,17,32000,32.0,
cad491f5-131b-43c0-97e8-c0c2bb2811c5,Dammi Retta,1.0,4,22000,0.0,
078a5e47-adc7-4944-9f22-05cd02a36ddd,L’irruzione,1.0,1,93773,10.0,
8b11269b-1874-42f9-a675-8f791d4364bf,È Già Storia,1.0,6,160333,11.0,
275aabba-edef-4cb5-a06b-cd372e9578aa,Meus Queridos Fas,1.0,8,20333,0.0,
6a5ef92f-2ecf-4f92-a361-efcbabb5563e,Raptuz rock,1.0,10,187000,11.0,
01457827-ccc0-4769-aac6-df0f5f99a9a2,Il mio viaggio,1.0,17,239114,17.0,
19225ba6-67fc-4f72-b2f9-0877043f0403,Funkytarro (Versione acustica),2.0,6,290400,10.0,
daaede8e-defb-4c0e-98a9-3884e4b0f704,Spaghetti Funk (Versione Shakerata Strumentale),1.0,5,368333,1.0,8b54fb46-e78c-4195-8abf-36d899702529
25ffca09-11ac-4f37-8d0d-a7e98f12c57b,Spaghetti Funk (Strumentale),1.0,3,375373,1.0,
48c5d31f-3a78-4885-9d1c-1afa1a77cab6,Capodanno Danno (Strumentale),1.0,5,224066,0.0,
4b50ebf1-8f59-4374-bdad-18fbdb4ac229,È Natale (Ma Io Non Ci Sto Dentro) (Strumentale),1.0,5,224066,0.0,
c768de19-c17c-4c60-919e-1089fd76a034,Così mi tieni (Strumentale),1.0,4,426520,1.0,
80da94fc-54a0-41d2-8a43-ffa97b52ed56,Beat Box (Per Improvvisare),1.0,3,123466,0.0,
8c06be12-df30-41e5-bcc2-6c08083ca4a5,Funkytarro (Versione strumentale),1.0,3,290533,2.0,090606bf-2be4-48e5-a63f-16923790902a
0961daea-a4e4-46f3-9cf8-a95844c7fe62,Cavalieri senza Re (Versione strumentale),1.0,5,398626,1.0,
6be8f588-5c4f-4b77-9cab-489141e2562a,Così e cosà (RMX ’97 Strumentale),1.0,3,279733,1.0,
7e0dfc74-f58c-46d1-aaf4-a96eedb6ad2f,Aspettando il sole,1.0,3,312000,57.0,d00cf5db-a180-4f13-8589-cfebe3b89d56
b86b9eae-c992-4136-adc2-8f8e1e93e849,In Linea,1.0,2,281333,44.0,
9cf01be2-8e1e-4769-abbf-7a2a0e979ccb,I Messaggeri Pt. 1,1.0,7,309506,35.0,
fb822774-96d0-4037-98e4-3386e1602fbd,L’incognita,1.0,5,222186,36.0,6b32a853-353b-4677-a7d5-15d147da2b0a
480d925a-1c5c-4f41-aab6-2e2624d33747,I Messaggeri Pt. 2,1.0,7,309506,35.0,
d18bf733-e8ad-4fac-9593-e69677dceaa2,Strategie dell’universo,1.0,11,294973,26.0,7da5c708-c315-4cbb-a66c-5f3d8da2d4b9
2d5eae2d-208e-439d-9fe2-a5b15ceccd3a,Guerra e pace,1.0,10,253360,60.0,
e9208f25-05b0-452d-9713-a74e881eb16e,Il mondo nuovo,1.0,2,238560,49.0,e61c0e46-8f5a-4ed3-b10c-44579d05a71b
96b6585f-0d0b-42c1-8299-4414484b5884,Aggio Perzo ’o Suonno,1.0,1,182977,43.0,d1110cf7-c009-4526-89d4-4cb7e4b74154
41a09cc4-2c2c-4506-b08d-33a08dd67442,La mia signorina,1.0,2,202613,54.0,2a77cb46-8912-49d5-8290-54fadc94fbd1
aa1cdd8f-10a5-4a69-8a1b-c84a03ef9235,Lontano Dal Tuo Sole,1.0,2,220973,50.0,6b2130de-b704-4f85-9102-9f2a9a884ffb
3ab7b080-18fc-4693-85c5-8758d400f90f,Dove sei,1.0,4,239946,53.0,b075f75f-8f03-486f-bc9f-fff4a17be2b7
9273d654-e441-4d9e-82cc-0560b96f3d9d,La Ballotta,1.0,6,320493,40.0,
6c8d6f97-ffea-48f6-904c-a42d03c96cae,Gran finesse,1.0,1,232693,33.0,
2dd3cbf4-3b23-4ece-aa38-03c615207e2c,TROPPAweed,1.0,2,165000,55.0,41dc98c1-1b6a-4741-87be-d0fa1f1afeb8
2e91cac3-6535-4568-af9f-a20182c903fd,Cuoreapezzi,1.0,4,157331,53.0,
412b9bc0-1bf1-488c-bc29-78cbc8d7ebcd,Cambierà,1.0,8,249533,49.0,
1c45db9f-9f1e-4ebe-bd30-d5e2bab17008,FoglieMorte,1.0,1,177333,52.0,9f62cf9d-4fbf-4ae9-b4a8-e6b1308ff923
8c527f28-08b9-4a0d-bc9e-196fb835f39e,Carcere a vita,1.0,5,135426,31.0,
a7df84f4-4726-4dba-952c-1ac5b251180a,Canerandagio,1.0,5,189216,49.0,
97d122f1-af8e-4f95-96b7-5bcfddecf2b0,Puoi Sentire Il Funk,1.0,5,249506,33.0,
3ea84e12-dd6e-4db4-a64d-9dd17be6cf08,Miraggio,1.0,8,171307,53.0,
f5c33cf0-a426-4686-8856-a3977a6b4820,Solo Un Altro Giorno,1.0,8,314266,39.0,
04496d55-28c5-4687-89d0-0086d41d873c,Funk-A-Un,1.0,2,226973,31.0,
f1d8b7dd-41bc-4e35-add6-17f061a5b31d,Prima di andare via,1.0,2,231093,56.0,c2ed6c41-a36f-4c69-83e1-b245d6302f05
f63eafe7-8e23-4459-b11e-f84db6abe135,Sigarette,1.0,6,184013,45.0,e8e8cf42-d6b2-4a9d-a7e0-5f462fe89d84
d9726320-69ef-4ec7-8af3-f48ca26b692d,Hype (nuoveindagini),1.0,6,177888,53.0,
63ed78c4-f2b7-4496-bbe7-bf502d3231f2,Non tradire mai,1.0,3,277946,28.0,
2be6f444-059b-4ea7-a915-f228723bb851,Navigherò la notte,1.0,15,298493,31.0,
17ebd378-400a-412f-b601-97347f5f6287,Tuttelestelle,1.0,10,182065,50.0,
35416d60-327e-4000-a5a5-39b09dd951ad,Bufera,1.0,3,150000,54.0,
fb86cbe6-3c39-4049-b443-4b59ae39bea1,Solo fumo,1.0,4,269973,25.0,
51464385-0c7f-4743-a780-42029578cd96,Perdersi&ritorno,1.0,7,168488,49.0,
d0889893-d255-4c64-b05c-04c500c0fbbd,Freaky Funk Flow,1.0,8,261320,26.0,
b6514b44-97cf-4f89-80ca-870b1a56af93,To The Death,1.0,10,272026,27.0,
dc95c91b-08f9-4f62-a7d4-e3cbb3025287,Littlefunkyintro,1.0,1,89382,49.0,
d7d52885-ffd6-4537-a7b1-5e8fb6f27adb,I Fieri Bboyz,1.0,4,254106,34.0,8dc78c73-54ed-46a1-b9ff-1c2f42d6bba1
e1fa8630-027b-465c-a6ac-767387c4fbee,Stare al mondo,1.0,3,217333,25.0,
